Grupo,PERIODO,BEL,BRUTO,NETO,IRR,PND_real,IS_eff,g,mr,c,PE,TC,Año,ces,PR,dBRUTO_real,dNETO_real,PD_tom_real,PD_ret_real,PND_NT_reg_m,BRUTO_NT_reg_m,NETO_NT_reg_m,dBRUTO_NT_reg_m,dNETO_NT_reg_m,PD_tom_NT_reg_m,PD_ret_NT_reg_m,PND_NT_reg_t,BRUTO_NT_reg_t,NETO_NT_reg_t,dBRUTO_NT_reg_t,dNETO_NT_reg_t,PD_tom_NT_reg_t,PD_ret_NT_reg_t,PND_NT_reg_susc,BRUTO_NT_reg_susc,NETO_NT_reg_susc,dBRUTO_NT_reg_susc,dNETO_NT_reg_susc,PD_tom_NT_reg_susc,PD_ret_NT_reg_susc,PND_MEC_pub,BRUTO_MEC_pub,NETO_MEC_pub,dBRUTO_MEC_pub,dNETO_MEC_pub,PD_tom_MEC_pub,PD_ret_MEC_pub,PND_MEC_prop,BRUTO_MEC_prop,NETO_MEC_prop,dBRUTO_MEC_prop,dNETO_MEC_prop,PD_tom_MEC_prop,PD_ret_MEC_prop,PND_MEC_reg,BRUTO_MEC_reg,NETO_MEC_reg,dBRUTO_MEC_reg,dNETO_MEC_reg,PD_tom_MEC_reg,PD_ret_MEC_reg,PND_CAL,BRUTO_CAL,NETO_CAL,dBRUTO_CAL,dNETO_CAL,PD_tom_CAL,PD_ret_CAL
CAT,202206,16104493.273008099,16104493.273008099,11365052.414913112,4739440.858094988,102829398.23063625,0.15661370726771442,0.0,0.0,0.29429307571188956,8922350.847383946,20.1353,2022,0.27849040887440873,6437561.7117750645,-907231.9181224275,-708203.011669904,9829582.765506374,7145764.723444968,54809510.12569818,8583920.574312923,6057732.186831804,-158950.47804969735,-147100.90275314823,9081301.325433644,6584662.614528213,48712312.420642525,7629015.837779958,5383849.302224976,-157582.65967620164,-142315.24063102435,9079933.507060148,6579876.952406089,9405092.617396653,1472966.4220067014,1039482.6032540121,149073.3485467704,99913.03851055691,8773277.498837177,6337648.673264507,19696252.461912554,3084703.117340972,2176896.3492806437,-98169.78938758606,-81994.92491650814,9020520.636771532,6519556.636691572,17729144.876674958,2776627.105822471,1959484.9747449737,-98750.26765704947,-81176.10388185666,9021101.115040995,6518737.815656921,56515667.253764845,8851128.167320682,6246302.4354397375,-169678.5224166885,-155782.13243296742,9092029.369800635,6593343.844208032,57547908.079753414,9012791.22987184,6360389.178083712,-160091.25463336334,-149623.88580008037,9082442.10201731,6587185.597575145
CAT,202207,17477255.494877864,17477255.494877864,11780078.547435002,5697176.947442861,114298260.01462737,0.1529091999531857,0.0,0.0,0.3259766356973243,14306306.019548584,20.3626,2022,0.27849040887440873,10322137.006682085,1372762.2218697648,415026.1325218901,12933543.797678819,9907110.874160195,59618349.078858644,9116194.060178021,6144527.790077258,532273.4858650975,86795.60324545391,13774032.533683486,10235341.403436631,53708586.778741986,8212537.034953684,5535441.841759803,583521.1971737258,151592.53953482676,13722784.822374858,10170544.467147257,17863691.307226896,2731522.7459987425,1841110.1509273555,1258556.3239920412,801627.5476733434,13047749.695556542,9520509.459008742,27056256.00960178,4137150.4601567807,2788536.0717812357,1052447.3428158085,611639.722500592,13253858.676732775,9710497.284181492,25095502.07370884,3837333.144514331,2586452.196015715,1060706.0386918602,626967.2212707414,13245599.980856724,9695169.785411343,61415578.02903294,9391006.901081875,6329758.06565685,539878.7337611932,83455.6302171126,13766427.28578739,10238681.376464972,62294337.17011777,9525377.258296706,6420326.825889342,512586.0284248665,59937.64780563023,13793719.991123717,10262199.358876456
CAT,202208,17277987.167381547,17277987.167381547,11959026.31160888,5318960.855772668,113152400.21141191,0.152696603298734,0.0,0.0,0.3078460936592273,9788221.265799873,20.1432,2022,0.27849040887440873,7062295.523334084,-199268.32749631628,178947.76417387836,9987489.593296189,6883347.759160206,59792955.87590302,9130181.26344147,6319490.627090344,13987.203263448551,174962.8370130863,9774234.062536424,6887332.686320998,53793129.67191763,8214028.181710163,5685371.692763884,1491.1467564795166,149929.85100408085,9786730.119043393,6912365.672330003,19427220.378956776,2966470.5634026434,2053254.1885040523,234947.8174039009,212144.03757669684,9553273.448395971,6850151.485757387,26452109.936967954,4039147.337459695,2795711.607908659,-98003.12269708561,7175.536127423402,9886224.388496958,7055119.98720666,24454056.45886723,3734051.3581444933,2584538.234016779,-103281.78636983782,-1913.9619989362545,9891503.05216971,7064209.48533302,61649042.54914524,9413599.393873602,6515659.593196744,22592.492791727185,185901.52753989398,9765628.773008145,6876393.99579419,62556594.65994493,9552179.518509312,6611578.367804541,26802.26021260582,191251.5419151988,9761419.005587267,6871043.981418885
CAT,202209,18031466.86954405,18031466.86954405,12742416.332705658,5289050.536838392,115990760.06464756,0.15545606270270318,0.0,0.0,0.2933233649322138,13287809.77924341,20.1271,2022,0.27849040887440873,9587282.200776547,753479.7021625042,783390.0210967772,12534330.077080905,8803892.17967977,63277402.39223299,9836855.833951153,6951476.180383522,706674.5705096833,631985.5532931779,12581135.208733726,8955296.64748337,56858238.796779156,8838957.935557371,6246285.051405389,624929.7538472079,560913.3586415052,12662880.025396202,9026368.842135042,20725557.71032098,3221913.5989641515,2276851.0605951273,255443.03556150803,223596.87209107494,13032366.743681902,9363685.328685472,24337993.513116624,3783488.6456330414,2673703.0249131336,-255658.69182665367,-122008.58299552556,13543468.471070062,9709290.783772074,22229516.598788373,3455713.1262320266,2442071.7238052282,-278338.2319124667,-142466.51021155063,13566148.011155877,9729748.710988097,64914339.37589491,10091327.612323673,7131305.440443531,677728.2184500713,615645.8472467866,12610081.560793338,8971636.35352976,66275008.96307759,10302851.948986406,7280784.746911297,750672.4304770939,669206.3791067554,12537137.348766316,8918075.82166979
CAT,202210,17023497.14088126,17023497.14088126,12122601.21855802,4900895.922323235,108771225.86961088,0.15650735757348286,0.0,0.0,0.28789007815285655,5889125.986667036,19.8103,2022,0.27849040887440873,4249060.882727228,-1007969.7286627926,-619815.114147637,6897095.715329829,4868875.996874865,58863657.63365798,9212595.513353983,6560380.671023849,-624260.3205971699,-391095.50935967267,6513386.307264206,4640156.392086901,52714296.81377442,8250175.300668102,5875031.688583995,-588782.6348892692,-371253.36282139365,6477908.621556305,4620314.245548622,20915182.812204763,3273379.9951044936,2331006.3724898635,51466.39614034211,54155.31189473625,5837659.590526694,4194905.570832492,21882893.47087542,3424833.8331887326,2438858.153291481,-358654.8124443088,-234844.8716216525,6247780.799111345,4483905.754348881,19765590.02306643,3093460.2653909232,2202883.747824774,-362252.86084110336,-239187.97598045412,6251378.84750814,4488248.858707682,60990947.07584685,9545531.962744933,6797468.019979704,-545795.6495787408,-333837.4204638265,6434921.636245777,4582898.303191055,61721092.60405497,9659805.11000888,6878843.061947061,-643046.838977525,-401941.6849642359,6532172.825644561,4651002.567691464
CAT,202211,17089648.15854486,17089648.15854486,12183463.90219649,4906184.2563483715,108582415.71527949,0.15738872676545215,0.0,0.0,0.2870851530021271,8951068.540512532,19.3081,2022,0.27849040887440873,6458281.80280234,66151.01766360179,60862.683638468385,8884917.52284893,6397419.119163872,57826038.35506412,9101166.550593743,6488356.758918697,-111428.96276023984,-72023.91210515238,9062497.503272772,6530305.7149074925,51523667.57464896,8109244.4378604125,5781200.757685607,-140930.86280768923,-93830.93089838792,9091999.403320221,6552112.733700728,22362119.182797696,3519545.4659578227,2509136.2173653785,246165.47085332917,178129.84487551497,8704903.069659203,6280151.957926825,19983792.978281286,3145223.7327960744,2242276.696240392,-279610.10039265826,-196581.45705108903,9230678.64090519,6654863.259853429,17849525.782440897,2809314.1362654837,2002801.7576246688,-284146.12912543956,-200081.99020010536,9235214.66963797,6658363.793002445,59997116.16212325,9442869.72235551,6731962.023333924,-102662.24038942344,-65505.99664578028,9053730.780901955,6523787.79944812,60760170.09243758,9562965.808901057,6817580.306498587,-96839.30110782385,-61262.75544847362,9047907.841620356,6519544.558250814
CAT,202212,17005004.63532029,17005004.63532029,12407664.260414477,4597340.374905813,106492718.19411656,0.15968232310798292,0.0,0.0,0.2703521976910782,11600847.215285331,19.5089,2022,0.27849040887440873,8370122.531010974,-84643.52322456986,224200.35821798816,11685490.7385099,8145922.172792986,59241204.10286888,9459773.09486027,6902302.649005864,358606.5442665275,413945.8900871668,11242240.671018803,7956176.640923807,52501506.07192551,8383562.456232937,6117047.921709949,274318.01837252453,335847.16402434185,11326529.196912806,8034275.366986632,24788985.85729842,3958362.849184345,2888210.7536486397,438817.38322652224,379074.53628326114,11162029.83205881,7991047.994727713,17331528.00002648,2767538.654055281,2019328.4967364273,-377685.0787407933,-222948.19950396474,11978532.294026125,8593070.73051494,15134847.24699371,2416767.568284415,1763389.1448902006,-392546.5679810685,-239412.6127344682,11993393.783266399,8609535.143745443,61373132.00219344,9800204.29452314,7150697.5256772665,357334.57216763124,418735.50234334264,11243512.6431177,7951387.028667632,62354933.859891094,9956980.695992034,7265089.082462946,394014.8870909773,447508.7759643588,11206832.328194354,7922613.755046615
CAT,202301,18252193.549551465,18252193.549551465,12955871.158235576,5296322.391315888,111963202.64792281,0.16301957355531296,0.0,0.0,0.2901745687134707,20253836.730053615,18.839,2023,0.27849040887440873,14613337.457825467,1247188.9142311737,548206.8978210986,19006647.81582244,14065130.560004368,68653226.28403787,11191819.672020257,7944238.225572841,1732046.577159986,1041935.5765669774,18521790.15289363,13571401.88125849,61728279.56719256,10062917.81134687,7142914.975440189,1679355.3551139329,1025867.0537302401,18574481.37493968,13587470.404095227,33010910.33244472,5381424.525067813,3819871.984442166,1423061.6758834678,931661.2307935264,18830775.054170147,13681676.22703194,26019362.832678653,4241665.433164234,3010841.9954689657,1474126.7791089532,991513.4987325384,18779709.950944662,13621823.959092928,23809006.621577784,3881334.106225233,2755069.6559184417,1464566.537940818,991680.5110282411,18789270.192112796,13621656.946797226,70771061.12856716,11537068.205236005,8189304.414563752,1736863.9107128642,1038606.8888864852,18516972.81934075,13574730.568938982,71884769.55273055,11718624.47760808,8318177.673903034,1761643.7816160452,1053088.591440088,18492192.94843757,13560248.866385378
CAT,202302,16774172.049025118,16774172.049025118,12125800.803806758,4648371.24521836,101755162.43957135,0.1648483639244022,0.0,0.0,0.2771147947948056,6777441.827856025,18.3253,2023,0.27849040887440873,4889989.282093881,-1478021.5005263463,-830070.3544288184,8255463.328382371,5720059.636522699,64585672.4595948,10646842.437921524,7696444.880524273,-544977.2340987325,-247793.3450485682,7322419.061954757,5137782.627142449,57808517.74441514,9529639.57106161,6888835.456858411,-533278.2402852606,-254079.5185817778,7310720.068141285,5144068.8006756585,30352859.052914068,5003619.155300864,3617042.2598483064,-377805.36976694874,-202829.72459385963,7155247.1976229735,5092819.00668774,23554460.64045942,3882914.2997014616,2806901.3003338748,-358751.1334627727,-203940.69513509097,7136192.961318797,5093929.977228971,21345382.11868105,3518751.3196057607,2543653.269739259,-362582.7866194723,-211416.38617918268,7140024.614475497,5101405.668273063,66627459.54443858,10983427.698339995,7939757.385570923,-553640.5068960097,-249547.0289928289,7331082.334752034,5139536.31108671,67806703.74054605,11177824.174735658,8080283.722301369,-540800.3028724212,-237893.95160166547,7318242.130728446,5127883.233695546
CAT,202303,15797025.123611968,15797025.123611968,11482775.531767305,4314249.591844663,94106646.02760372,0.16786301276722077,0.0,0.0,0.2731051927869705,9768445.08788575,18.0201,2023,0.27849040887440873,7048026.821293239,-977146.9254131503,-643025.2720394526,10745592.0132989,7691052.093332691,63577693.6185812,10672343.195606345,7757670.849681562,25500.757684821263,61225.96915728878,9742944.33020093,6986800.85213595,56693042.47153644,9516664.912212111,6917614.306673424,-12974.658849498257,28778.849815012887,9781419.746735249,7019247.971478226,26709426.670341846,4483524.83016874,3259050.917060337,-520094.3251321241,-357991.3427879694,10288539.413017875,7406018.164081208,21442342.01210761,3599376.130937534,2616367.8187850188,-283538.16876392765,-190533.481548856,10051983.256649679,7238560.302842095,19203895.88987484,3223623.820942438,2343235.4158512834,-295127.49866332253,-200417.85388797568,10063572.586549073,7248444.675181214,65424504.57159281,10982354.446190378,7983016.417908712,-1073.2521496172994,43259.032337789424,9769518.340035368,7004767.788955449,66822881.60455775,11217090.227928359,8153644.638721142,39266.05319270119,73360.91641977336,9729179.03469305,6974665.904873465
CAT,202304,15877107.481015334,15877107.481015334,11365258.870815314,4511848.6102000205,93092180.02430442,0.1705525370323281,0.0,0.0,0.2841732107435157,16301677.425728535,17.9882,2023,0.27849040887440873,11761816.614098677,80082.3574033659,-117516.66095199063,16221595.06832517,11879333.275050668,68781393.31207661,11730841.12999307,8397250.341360848,1058497.9343867246,639579.4916792866,15243179.49134181,11122237.12241939,61698398.49174675,10522818.393598974,7532515.304619029,1006153.4813868627,614900.9979456048,15295523.944341673,11146915.616153073,28526004.003296763,4865182.354156611,3482627.8637232305,381657.52398787066,223576.94666289352,15920019.901740665,11538239.667435784,24198816.205195565,4127169.496975118,2954338.489736998,527793.3660375839,337970.67095197923,15773884.059690952,11423845.943146698,21907773.539218705,3736426.3578434554,2674634.0830283803,512802.5369010172,331398.66717709694,15788874.888827518,11430417.94692158,70389052.49301885,12005031.481986083,8593523.140673112,1022677.0357957054,610506.7227643998,15279000.38993283,11151309.891334277,72134179.24604557,12302667.27715778,8806578.816298667,1085577.0492294207,652934.1775775254,15216100.376499115,11108882.436521152
CAT,202305,15225688.19126443,15225688.19126443,10875610.27158735,4350077.919677081,89003336.27541243,0.17106873549267831,0.0,0.0,0.28570648925891506,12822222.93071074,17.6886,2023,0.27849040887440873,9251356.824058287,-651419.2897509038,-489648.5992279649,13473642.220461644,9741005.423286252,69506831.58534873,11890445.78740816,8493268.265764318,159604.65741509013,96017.92440347001,12662618.27329565,9155338.899654817,62429880.43609745,10679800.703162288,7628512.3382768985,156982.30956331454,95997.03365786932,12665240.621147426,9155359.790400418,28253406.327213366,4833274.493757227,3452376.60652119,-31907.86039938312,-30251.257202040404,12854130.791110124,9281608.081260327,25079850.64381675,4290378.335982965,3064589.404016766,163208.83900784748,110250.91427976824,12659014.091702893,9141105.909778519,22761461.773563907,3893774.4835685124,2781297.8459022073,157348.12572505698,106663.76287382701,12664874.804985683,9144693.06118446,71733331.60893252,12271330.331017058,8765331.623605736,266298.84903097525,171808.48293262348,12555924.081679765,9079548.341125663,72869182.72564106,12465638.945260333,8904125.005840799,162971.6681025531,97546.1895421315,12659251.262608187,9153810.634516155
CAT,202306,15312527.003435463,15312527.003435463,11125680.031082757,4186846.972352707,87796487.7508215,0.1744093345384672,0.0,0.0,0.27342625886722427,14921771.160335016,17.1156,2023,0.27849040887440873,10766201.008762958,86838.81217103265,250069.75949540734,14834932.348163983,10516131.24926755,72588144.74409436,12660050.020199431,9198459.906104375,769604.2327912711,705191.6403400563,14152166.927543744,10061009.368422901,65003450.49259272,11337208.543117294,8237318.025175199,657407.8399550058,608805.6868983004,14264363.32038001,10157395.321864657,28654265.695110157,4997571.411572591,3631104.1570845046,164296.91781536397,178727.55056331446,14757474.24251965,10587473.458199643,25831976.2729875,4505337.791585224,3273460.134298954,214959.45560225844,208870.73028218793,14706811.704732757,10557330.27848077,23458733.970345482,4091422.18088289,2972719.9205177017,197647.6973143774,191422.07461549435,14724123.463020638,10574778.934147462,74749364.96575332,13036987.00085005,9472332.418306986,765656.6698329914,707000.7947012503,14156114.490502024,10059200.214061707,76128118.31967722,13277454.455800597,9647049.756671082,811815.5105402637,742924.7508302834,14109955.649794752,10023276.257932674
CAT,202307,15369354.818384876,15369354.818384876,10905212.300975863,4464142.517409013,87220035.99468598,0.1762135803213986,0.0,0.0,0.290457378996091,15136833.499681683,16.7442,2023,0.27849040887440873,10921370.549291484,56827.81494941376,-220467.73010689393,15080005.68473227,11141838.279398378,75323341.14364675,13272995.624692105,9417756.104117453,612945.6044926737,219296.19801307842,14523887.89518901,10702074.351278406,67808491.61266524,11948777.08326127,8478166.609448645,611568.540143976,240848.58427344635,14525264.959537707,10680521.965018038,34153099.38933746,6018239.922467726,4270197.728418113,1020668.5108951349,639093.5713336081,14116164.988786548,10282276.977957876,31762595.97817009,5597000.757615408,3971310.587319301,1091662.9660301842,697850.4530203468,14045170.5336515,10223520.096271137,29391104.255126353,5179111.710395308,3674800.4974659253,1087689.5295124184,702080.5769482236,14049143.970169265,10219289.97234326,77800679.4480779,13709536.276983261,9727500.302718876,672549.2761332113,255167.88441189006,14464284.223548472,10666202.664879594,78895165.95217687,13902399.662483992,9864345.094762752,624945.2066833954,217295.3380916696,14511888.292998288,10704075.211199814
CAT,202308,16111775.010553965,16111775.010553965,11264404.179956844,4847370.830597119,90439975.55770628,0.17814882093011689,0.0,0.0,0.3008588952751553,17412162.004818473,17.0552,2023,0.27849040887440873,12563041.888709133,742420.1921690889,359191.8789809812,16669741.812649384,12203850.009728152,80103204.85516322,14270291.497670941,9976947.36242722,997295.8729788363,559191.2583097667,16414866.131839637,12003850.630399367,72219722.50537571,12865858.412232911,8995050.463561954,917081.3289716411,516883.8541133087,16495080.675846832,12046158.034595825,35260439.15919085,6281605.661687972,4391728.7217583675,263365.73922024574,121530.99334025476,17148796.265598226,12441510.895368878,31985365.440736506,5698155.140286117,3983814.479673188,101154.38267070893,12503.892353887204,17311007.622147765,12550537.996355247,29528369.257592157,5260444.167229153,3677792.746419956,81332.456833845,2992.248954030685,17330829.54798463,12560049.639755104,82568453.1521144,14709472.575072775,10283996.906056186,999936.2980895136,556496.6033373103,16412225.70672896,12006545.285371823,83917353.87948547,14949777.649205707,10452004.061056469,1047377.986721715,587658.9662937168,16364784.018096758,11975382.922415417
CAT,202309,15620736.552309804,15620736.552309804,11085377.917591907,4535358.634717895,86968225.87086052,0.17961429471385446,0.0,0.0,0.2903421755773265,11828199.33429214,17.4279,2023,0.27849040887440873,8534159.265437113,-491038.4582441617,-179026.262364937,12319237.792536302,8713185.52780205,79119142.38641462,14210928.958100889,10084896.927431047,-59362.53957005218,107949.56500382721,11887561.873862192,8426209.700433286,71061474.7785652,12763656.673678344,9057828.826720512,-102201.7385545671,62778.363158557564,11930401.072846707,8471380.902278556,32347015.352064054,5809986.348559207,4123102.27204396,-471619.31312876474,-268626.4497144073,12299818.647420906,8802785.71515152,28840842.08409846,5180227.509888996,3676188.9846823085,-517927.6303971205,-307625.49499087967,12346126.96468926,8841784.760427993,26284384.981569603,4721051.270452052,3350330.9735769024,-539392.8967771009,-327461.77284305356,12367592.23106924,8861621.038280167,81736228.21241476,14680994.98294353,10418482.95995589,-28477.5921292454,134486.05389970355,11856676.926421385,8399673.21153741,82864709.61044075,14883686.373347672,10562324.4910993,-66091.27585803531,110320.43004283123,11894290.610150175,8423838.835394282
CAT,202310,14779311.808826383,14779311.808826383,10644260.954203766,4135050.854622618,81177382.34664331,0.18206194116627003,0.0,0.0,0.27978642768421164,8462106.053371068,18.0255,2023,0.27849040887440873,6105490.678629151,-841424.7434834205,-441116.96338814124,9303530.796854489,6546607.642017292,74961341.45012474,13647607.33683729,9829192.033626746,-563321.621263599,-255704.89380430058,9025427.674634667,6361195.572433451,66829408.02920322,12167091.75278945,8762904.615970457,-596564.9208888933,-294924.21075005457,9058670.974259961,6400414.889379205,31853346.423180867,5799282.082445973,4176721.665465358,-10704.266113234684,53619.39342139801,8472810.319484303,6051871.285207752,26696295.866643175,4860379.447430127,3500511.2446438894,-319848.06245886907,-175677.74003841914,8781954.115829937,6281168.41866757,24121548.337193754,4391615.914205508,3162901.385808816,-329435.35624654405,-187429.58776808623,8791541.409617612,6292920.266397237,77455536.34221898,14101705.300538963,10156239.550245654,-579289.6824045666,-262243.4097102359,9041395.735775635,6367734.0883393865,78770939.50202172,14341190.153228894,10328719.79151699,-542496.2201187778,-233604.6995823104,9004602.273489846,6339095.378211461
CAT,202311,16037788.672766905,16037788.672766905,11354497.753532749,4683290.919234154,87804545.32934418,0.18265328534657413,0.0,0.0,0.29201600138220135,21010573.730406307,17.3873,2023,0.27849040887440873,15159330.461539544,1258476.863940522,710236.7993289828,19752096.866465785,14449093.662210561,81709995.78763182,14924599.176265685,10566377.402580485,1276991.839428395,737185.3689537384,19733581.89097791,14422145.092585806,72793868.07905287,13296039.157724118,9413382.968664348,1128947.404934667,650478.3526938912,19881626.32547164,14508852.108845653,37480727.07948238,6845977.938245762,4846842.835168468,1046695.8557997895,670121.1697031097,19963877.874606516,14489209.291836435,26701976.68550158,4877203.766854489,3452982.224931431,16824.319424361922,-47529.019712458365,20993749.410981946,15206859.481252003,24005771.37362644,4384733.008671611,3104320.8083507777,-6882.9055338976905,-58580.57745803846,21017456.635940205,15217911.038997583,84903436.37138335,15507891.590446984,10979339.098335989,1406186.2899080217,823099.548090335,19604387.440498285,14336230.91344921,85909925.08497268,15691730.060648322,11109493.793568911,1350539.9074194282,780774.0020519216,19660033.82298688,14378556.459487623
CAT,202312,17207600.28762392,17207600.28762392,12737267.343486616,4470332.944137305,93800082.63580641,0.18344973484122756,0.0,0.0,0.25978828363141754,20335777.016222723,16.9666,2023,0.27849040887440873,14672458.160196055,1169811.6148570143,1382769.5899538677,19165965.40136571,13289688.570242187,89088144.56385395,16343196.497735957,12097425.530538138,1418597.3214702718,1531048.1279576533,18917179.69475245,13141410.032238401,79317175.16735496,14550714.752806466,10770609.541564528,1254675.5950823482,1357226.5729001798,19081101.421140373,13315231.587295875,44789806.36294361,8216678.100871933,6082081.399894558,1370700.1626261706,1235238.56472609,18965076.853596553,13437219.595469965,24670620.532616753,4525818.795077087,3350064.098277201,-351384.97177740186,-102918.12665423006,20687161.988000125,14775376.286850285,21779081.015852872,3995366.6374438223,2957417.1962240636,-389366.3712277883,-146903.61212671408,20725143.387450512,14819361.772322768,90893778.10318623,16674439.491746891,12342615.47567004,1166547.901299907,1363276.3773340508,19169229.114922814,13309181.782862004,93633120.37662525,17176971.105448645,12714595.263977688,1485241.0448003225,1605101.4704087768,18850535.9714224,13067356.689787278
CAT,202401,17338542.17619181,17338542.17619181,12225350.009922024,5113192.166269786,93550484.297859,0.18533888206272622,0.0,0.0,0.29490323432675314,14889896.289096897,17.1336,2024,0.3360974203448559,9885440.557128988,130941.88856789097,-511917.3335645925,14758954.400529006,10397357.89069358,89466457.40479814,16581613.197517801,11691641.835214626,238416.6997818444,-405783.69532351196,14651479.589315053,10291224.2524525,80063303.27656491,14838843.123527545,10462820.292731972,288128.3707210794,-307789.2488325555,14601767.918375818,10193229.805961544,48006905.4817379,8897546.193276266,6273631.043307405,680868.092404333,191549.64341284707,14209028.196692564,9693890.913716141,31283156.86769298,5797985.321251113,4088140.697435121,1272166.5261740256,738076.5991579201,13617729.762922872,9147363.957971068,28406772.233938817,5264879.408848712,3712249.4428389026,1269512.7714048899,754832.246614839,13620383.517692007,9130608.310514148,91602757.63025364,16977552.693054076,11970817.492919551,303113.201307185,-371797.98275048845,14586783.087789712,10257238.539879477,93821627.19031256,17388795.49675841,12260783.463717874,211824.39130976424,-453811.80025981367,14678071.897787133,10339252.357388802
CAT,202402,17318995.762359053,17318995.762359053,12553909.806910867,4765085.955448186,76268852.26283604,0.2270782271991548,0.0,0.0,0.2751363890165376,12105034.317590367,17.0543,2024,0.3360974203448559,8036563.510262292,-19546.413832757622,328559.796988843,12124580.731423125,7708003.713273449,87477777.93242437,19864298.73221627,14398907.308688499,3282685.5346984677,2707265.473473873,8822348.7828919,5329298.036788419,77784931.14844194,17663264.267996512,12803457.519055117,2824421.144468967,2340637.2263231445,9280613.1731214,5695926.283939147,41648759.67240074,9457526.511452412,6855416.818063224,559980.3181761466,581785.7747558188,11545053.99941422,7454777.735506473,27593533.375725694,6265890.6411205,4541916.116150088,467905.31986938696,453775.4187149666,11637128.99772098,7582788.091547325,24689117.360594057,5606361.0013555745,4063847.079919462,341481.59250686225,351597.6370805595,11763552.725083504,7684965.873181732,89265543.44882753,20270261.356328882,14693174.84232709,3292708.663274806,2722357.349407539,8812325.654315561,5314206.160854753,92042828.36600663,20900922.291748863,15150318.005281825,3512126.794990454,2889534.5415639505,8592907.522599913,5147028.968698341
CAT,202403,16571994.410867922,16571994.410867922,12171377.061433962,4400617.349433962,69826144.67062631,0.23733222690496394,0.0,0.0,0.2655454280474555,8065992.624976513,16.5625,2024,0.3360974203448559,5355033.311201274,-747001.3514911309,-382532.74547690526,8812993.976467643,5737566.05667818,82421145.84506167,19561194.087467305,14366808.430391444,-303104.6447489634,-32098.87829705514,8369097.269725476,5387132.18949833,72812270.72255819,17280698.356591843,12691887.9145317,-382565.9114046693,-111569.60452341661,8448558.536381181,5466602.915724691,35498198.35469507,8424866.466633907,6187681.694508951,-1032660.0448185056,-667735.1235542726,9098652.669795018,6022768.434755547,23530521.41958267,5584551.048744508,4101599.050052781,-681339.5923759919,-440317.06609730655,8747332.217352506,5795350.3772985805,20608299.27819198,4891013.560417264,3592227.270930352,-715347.4409383107,-471619.80898910994,8781340.065914825,5826653.120190384,83011041.8923353,19701195.430009186,14469633.056500822,-569065.926319696,-223541.78582626767,8635058.551296208,5578575.097027542,86960026.99138165,20638416.85758038,15157979.618912376,-262505.43416848406,7661.613630551845,8328498.059144997,5347371.697570723
CAT,202404,19826480.788004763,19826480.788004763,14331431.016885817,5495049.771118949,113616518.59175324,0.17450350559715047,0.0,0.0,0.2771570925710383,34584876.30936804,17.1268,2024,0.3360974203448559,22960988.59884352,3254486.3771368414,2160053.9554518554,31330389.932231195,20800934.64339166,102052905.13886276,17808589.703105003,12872812.75820189,-1752604.3843623027,-1493995.6721895542,36337480.69373034,24454984.27103307,91003703.50726919,15880465.284342172,11479081.697458588,-1400233.0722496714,-1212806.2170731127,35985109.38161771,24173794.81591663,36322769.94113386,6338450.687726661,4581704.123711441,-2086415.778907246,-1605977.5707975104,36671292.08827528,24566966.16964103,27539608.699387453,4805758.260816893,3473808.273649633,-778792.7879276155,-627790.7764031482,35363669.09729565,23588779.375246666,24393419.11540294,4256737.149138355,3076952.257044038,-634276.4112789091,-515275.01388631435,35219152.72064695,23476263.612729833,101996245.28176387,17798702.359414615,12865665.76194198,-1902493.0705945715,-1603967.2945588417,36487369.37996261,24564955.89340236,107198284.17518163,18706476.382568736,13521843.77612719,-1931940.475011643,-1636135.842785187,36516816.784379676,24597124.441628706
CAT,202405,20682284.22873375,20682284.22873375,14270942.13057366,6411342.098160088,121699646.66306466,0.16994531040829008,0.0,0.0,0.3099919731908943,25726820.15444191,16.9682,2024,0.3360974203448559,17080102.266857937,855803.4407289848,-60488.886312156916,24871016.713712927,17140591.153170094,110989759.2599468,18862189.089573048,13015061.874996541,1053599.3864680454,142249.11679465137,24673220.767973866,16937853.150063284,99183920.15066975,16855842.09751663,11630666.345913308,975376.8131744582,151584.64845472015,24751443.34126745,16928517.61840322,36581143.145662956,6216793.726979785,4289637.5726325475,-121656.96074687596,-292066.55107889324,25848477.11518879,17372168.81793683,30976585.696287148,5264325.471544518,3632426.8311013477,458567.2107276255,158618.55745171476,25268252.943714287,16921483.709406223,27681672.047138307,4704370.3486714065,3246053.301666022,447633.1995330518,169101.044621984,25279186.95490886,16911001.22223595,110971721.21590948,18859123.608579967,13012946.668505285,1060421.2491653524,147280.90656330436,24666398.90527656,16932821.360294633,116564348.68791306,19809564.420307547,13668758.457604278,1103088.0377388112,146914.68147708848,24623732.1167031,16933187.58538085
