bloque,ramo,mes,real,leg,mod
IRR,50,202605,8474753.47893034,11603250.35695769,11569707.77710824
IRR,50,202606,8701686.434343318,12197868.92547159,11969351.90607063
IRR,50,202607,8892937.618571997,11944524.65943711,11761064.97386182
IRR,50,202608,,0.0,10879455.44280284
IRR,50,202609,,0.0,0.0
IRR,50,202610,,0.0,0.0
IRR,50,202611,,0.0,0.0
IRR,50,202612,,0.0,0.0
IRR,60,202601,24849432.995792214,28161736.44712125,28335960.02741269
IRR,60,202602,27730383.85833169,29240389.62005947,29392690.28567049
IRR,60,202603,27603928.99995537,28967770.37594957,29122159.73601423
IRR,60,202604,30090102.54968858,30907016.06923136,31115803.42033093
IRR,60,202605,33687263.78106239,33296882.94005579,33524015.00347088
IRR,60,202606,35047022.1537723,34574740.03941609,33784971.33494519
IRR,60,202607,37085632.29777088,36226931.76502791,35623053.1115007
IRR,60,202608,,0.0,28008742.431058
IRR,60,202609,,0.0,0.0
IRR,60,202610,,0.0,0.0
IRR,60,202611,,0.0,0.0
IRR,60,202612,,0.0,0.0
IRR,71,202601,,,
IRR,71,202602,,,
IRR,71,202603,,,
IRR,71,202604,,,
IRR,71,202605,,,
IRR,71,202606,,,
IRR,71,202607,,,
IRR,71,202608,,,
IRR,71,202609,,,
IRR,71,202610,,,
IRR,71,202611,,,
IRR,71,202612,,,
IRR,73,202601,,,
IRR,73,202602,,,
IRR,73,202603,,,
IRR,73,202604,,,
IRR,73,202605,,,
IRR,73,202606,,,
IRR,73,202607,,,
IRR,73,202608,,,
IRR,73,202609,,,
IRR,73,202610,,,
IRR,73,202611,,,
IRR,73,202612,,,
IRR,80,202601,1.6707039831421002e-11,0.0,0.0
IRR,80,202602,25766.23335925442,0.0,0.0
IRR,80,202603,1.948351848128916e-11,0.0,0.0
IRR,80,202604,9.996278092393421e-12,0.0,0.0
IRR,80,202605,0.0,0.0,0.0
IRR,80,202606,9.97925449695417e-12,0.0,0.0
IRR,80,202607,2.016350179154448e-11,0.0,0.0
IRR,80,202608,,0.0,0.0
IRR,80,202609,,0.0,0.0
IRR,80,202610,,0.0,0.0
IRR,80,202611,,0.0,0.0
IRR,80,202612,,0.0,0.0
IRR,90,202601,1681824.0279906543,2485594.006796029,2512022.842829039
IRR,90,202602,2107037.95192609,2561953.870800168,2594320.534675226
IRR,90,202603,1918676.1202106534,2795303.354792964,2817373.850193954
IRR,90,202604,2087723.0645493683,2898189.568566903,2935168.100565374
IRR,90,202605,2082241.854429905,2934913.440981105,2986235.799131433
IRR,90,202606,1784856.0210531123,2834229.19930781,2918796.370668846
IRR,90,202607,1955494.3293284916,3083978.284247514,3222706.373674294
IRR,90,202608,,0.0,2949685.45599123
IRR,90,202609,,0.0,0.0
IRR,90,202610,,0.0,0.0
IRR,90,202611,,0.0,0.0
IRR,90,202612,,0.0,0.0
IRR,100,202601,87495.86282512729,42335.72767155243,42335.72767155243
IRR,100,202602,89964.9908889379,42229.60314836473,42229.60314836473
IRR,100,202603,91505.33215807912,43288.8410404621,43288.8410404621
IRR,100,202604,97432.4824830555,45311.89507534137,45311.89507534137
IRR,100,202605,101372.25333187237,45820.99204257882,45820.99204257882
IRR,100,202606,105794.81501377253,47493.75773999347,47141.20916680025
IRR,100,202607,102062.45475067406,46235.43344284711,45945.40984997861
IRR,100,202608,,0.0,45627.59431290263
IRR,100,202609,,0.0,0.0
IRR,100,202610,,0.0,0.0
IRR,100,202611,,0.0,0.0
IRR,100,202612,,0.0,0.0
IRR,110,202601,6631830.414865585,7012309.808557279,7067844.388541484
IRR,110,202602,7418924.9225269575,6985334.538549664,7036716.652555236
IRR,110,202603,7188766.448909914,6958474.453487932,7004871.950231994
IRR,110,202604,7053966.755014653,6885137.946459206,6922554.310097453
IRR,110,202605,7155659.813380546,6929760.401367175,6967229.290283688
IRR,110,202606,7550364.870332484,7372315.774269047,7255683.623852686
IRR,110,202607,7861301.48666047,7645917.143805414,7553596.084684095
IRR,110,202608,,0.0,6340284.775000607
IRR,110,202609,,0.0,0.0
IRR,110,202610,,0.0,0.0
IRR,110,202611,,0.0,0.0
IRR,110,202612,,0.0,0.0
