fecha,local,visitante,h1,a1,hf,af,fase
2022-07-22,Necaxa,Juárez,1,0,1,0,regular
2022-07-22,Mazatlán,Atlético San Luis,1,1,1,1,regular
2022-07-23,Toluca,Santos,2,0,2,1,regular
2022-07-23,Cruz Azul,Puebla,2,2,2,2,regular
2022-07-23,Tijuana,América,1,0,2,0,regular
2022-07-23,Tigres,Atlas,2,0,2,0,regular
2022-07-24,Pachuca,Pumas,0,0,0,0,regular
2022-07-26,Monterrey,Puebla,1,0,1,0,regular
2022-07-26,Juárez,Tigres,0,1,0,1,regular
2022-07-26,Atlético San Luis,Cruz Azul,0,0,0,0,regular
2022-07-26,León,Toluca,0,0,0,1,regular
2022-07-26,Atlas,Tijuana,1,2,1,2,regular
2022-07-27,Necaxa,Pachuca,1,0,2,0,regular
2022-07-27,Querétaro,Chivas,1,1,2,2,regular
2022-07-27,Pumas,Mazatlán,0,0,1,1,regular
2022-07-29,Juárez,Toluca,0,0,1,1,regular
2022-07-30,Cruz Azul,Necaxa,1,0,1,0,regular
2022-07-30,Tigres,Querétaro,1,1,2,1,regular
2022-07-30,Puebla,Atlético San Luis,0,0,0,0,regular
2022-07-30,Tijuana,Mazatlán,0,0,2,0,regular
2022-07-30,Chivas,Pachuca,0,0,0,0,regular
2022-07-31,León,América,1,1,3,2,regular
2022-07-31,Pumas,Monterrey,1,1,1,1,regular
2022-07-31,Santos,Atlas,0,0,1,0,regular
2022-08-02,Toluca,Puebla,0,1,1,1,regular
2022-08-03,Juárez,Atlético San Luis,0,1,1,1,regular
2022-08-04,Atlas,Querétaro,0,1,3,1,regular
2022-08-05,Mazatlán,Chivas,0,0,2,1,regular
2022-08-06,Santos,Cruz Azul,1,0,4,0,regular
2022-08-06,Monterrey,León,3,0,5,1,regular
2022-08-07,Pachuca,Tigres,1,0,2,0,regular
2022-08-07,América,Juárez,0,0,2,1,regular
2022-08-07,Toluca,Tijuana,1,1,3,1,regular
2022-08-07,Atlético San Luis,Necaxa,1,2,1,2,regular
2022-08-11,Querétaro,Atlético San Luis,0,0,1,1,regular
2022-08-12,Tijuana,Puebla,1,1,3,3,regular
2022-08-12,Necaxa,Monterrey,1,0,1,2,regular
2022-08-13,Pumas,América,0,1,0,3,regular
2022-08-13,Chivas,Atlas,0,0,1,1,regular
2022-08-13,León,Mazatlán,0,3,0,3,regular
2022-08-14,Tigres,Santos,1,0,2,0,regular
2022-08-14,Cruz Azul,Toluca,1,2,2,3,regular
2022-08-16,Puebla,Necaxa,1,0,2,2,regular
2022-08-16,Atlas,Juárez,0,0,0,1,regular
2022-08-16,Mazatlán,Querétaro,0,0,1,1,regular
2022-08-17,Toluca,Monterrey,1,0,1,1,regular
2022-08-17,Pachuca,América,0,1,0,3,regular
2022-08-17,Cruz Azul,Tijuana,1,1,1,2,regular
2022-08-18,Santos,León,1,1,2,1,regular
2022-08-18,Atlético San Luis,Pumas,1,2,3,2,regular
2022-08-19,Necaxa,Chivas,0,2,0,4,regular
2022-08-20,Juárez,Mazatlán,0,1,1,1,regular
2022-08-20,América,Cruz Azul,3,0,7,0,regular
2022-08-20,Querétaro,Tijuana,1,0,2,0,regular
2022-08-20,Atlas,Puebla,1,1,1,1,regular
2022-08-20,Monterrey,Tigres,0,0,0,0,regular
2022-08-21,Atlético San Luis,Toluca,1,0,1,0,regular
2022-08-21,Pumas,Santos,0,3,1,5,regular
2022-08-21,Pachuca,León,0,0,1,0,regular
2022-08-23,Chivas,Monterrey,0,0,1,0,regular
2022-08-23,Querétaro,América,0,0,0,1,regular
2022-08-24,Pumas,Tigres,0,0,1,1,regular
2022-08-25,Pachuca,Atlas,0,0,3,1,regular
2022-08-25,Tijuana,Santos,0,0,0,2,regular
2022-08-26,Mazatlán,América,1,2,1,3,regular
2022-08-26,Puebla,Juárez,1,1,2,2,regular
2022-08-27,Chivas,Pumas,3,1,3,1,regular
2022-08-27,Cruz Azul,Querétaro,1,0,2,1,regular
2022-08-27,Tigres,Necaxa,0,0,0,0,regular
2022-08-28,Santos,Atlético San Luis,1,0,4,1,regular
2022-08-28,León,Atlas,1,1,4,2,regular
2022-08-28,Toluca,Pachuca,0,2,1,4,regular
2022-08-28,Tijuana,Monterrey,0,0,0,3,regular
2022-09-01,Atlético San Luis,Tijuana,0,0,0,0,regular
2022-09-01,Querétaro,Puebla,1,0,1,1,regular
2022-09-02,Necaxa,León,3,0,3,2,regular
2022-09-02,Juárez,Cruz Azul,0,2,2,2,regular
2022-09-03,América,Tigres,2,1,2,1,regular
2022-09-03,Atlas,Pumas,0,0,0,0,regular
2022-09-03,Pachuca,Santos,0,0,2,0,regular
2022-09-03,Monterrey,Mazatlán,0,0,0,0,regular
2022-09-04,Toluca,Chivas,0,0,0,0,regular
2022-09-06,América,Atlético San Luis,1,0,3,0,regular
2022-09-06,Santos,Necaxa,1,0,3,1,regular
2022-09-06,León,Juárez,0,0,1,0,regular
2022-09-06,Monterrey,Cruz Azul,2,1,3,2,regular
2022-09-07,Tijuana,Chivas,0,0,1,2,regular
2022-09-07,Pumas,Querétaro,1,1,4,1,regular
2022-09-07,Tigres,Toluca,1,0,3,1,regular
2022-09-07,Mazatlán,Atlas,1,0,1,0,regular
2022-09-07,Puebla,Pachuca,1,0,2,2,regular
2022-09-09,Juárez,Monterrey,0,0,0,1,regular
2022-09-10,Toluca,Pumas,0,1,2,2,regular
2022-09-10,Chivas,Puebla,0,0,1,0,regular
2022-09-10,Tigres,León,0,1,0,1,regular
2022-09-10,Necaxa,América,1,0,1,2,regular
2022-09-10,Querétaro,Santos,2,1,3,3,regular
2022-09-11,Atlas,Atlético San Luis,1,0,1,3,regular
2022-09-11,Cruz Azul,Mazatlán,2,0,2,0,regular
2022-09-11,Pachuca,Tijuana,2,0,6,1,regular
2022-09-13,Chivas,Tigres,0,2,1,4,regular
2022-09-14,América,Santos,1,2,3,3,regular
2022-09-14,Juárez,Pachuca,2,1,2,1,regular
2022-09-15,Cruz Azul,León,0,0,2,1,regular
2022-09-16,Puebla,Tigres,2,1,2,1,regular
2022-09-16,Mazatlán,Toluca,1,0,1,1,regular
2022-09-17,Monterrey,Atlas,0,0,2,0,regular
2022-09-17,América,Chivas,1,0,2,1,regular
2022-09-18,Tijuana,Necaxa,1,1,1,1,regular
2022-09-18,Atlético San Luis,Pachuca,1,1,1,2,regular
2022-09-18,Santos,Juárez,1,0,2,0,regular
2022-09-18,León,Querétaro,2,1,3,1,regular
2022-09-18,Pumas,Cruz Azul,0,2,1,2,regular
2022-09-23,Necaxa,Mazatlán,1,2,2,2,regular
2022-09-23,Puebla,Pumas,2,0,2,1,regular
2022-09-30,Puebla,América,0,1,1,2,regular
2022-09-30,Juárez,Pumas,2,1,3,1,regular
2022-10-01,Monterrey,Pachuca,0,0,0,0,regular
2022-10-01,Atlas,Necaxa,0,0,1,0,regular
2022-10-01,Cruz Azul,Chivas,1,0,2,1,regular
2022-10-01,Atlético San Luis,Tigres,0,0,0,3,regular
2022-10-02,Santos,Mazatlán,0,0,3,0,regular
2022-10-02,León,Tijuana,0,0,2,2,regular
2022-10-02,Toluca,Querétaro,2,0,4,1,regular
2022-10-08,Tigres,Necaxa,0,0,2,0,liguilla
2022-10-08,Cruz Azul,León,0,0,1,0,liguilla
2022-10-09,Puebla,Chivas,0,0,1,1,liguilla
2022-10-09,Toluca,Juárez,1,0,3,0,liguilla
2022-10-12,Cruz Azul,Monterrey,0,0,0,0,liguilla
2022-10-12,Puebla,América,1,2,1,6,liguilla
2022-10-13,Tigres,Pachuca,0,0,1,0,liguilla
2022-10-13,Toluca,Santos,2,2,4,3,liguilla
2022-10-15,América,Puebla,2,1,5,1,liguilla
2022-10-15,Monterrey,Cruz Azul,1,0,3,0,liguilla
2022-10-16,Santos,Toluca,0,0,1,2,liguilla
2022-10-16,Pachuca,Tigres,1,0,2,1,liguilla
2022-10-19,Toluca,América,2,0,2,1,liguilla
2022-10-20,Pachuca,Monterrey,2,2,5,2,liguilla
2022-10-22,América,Toluca,1,1,1,1,liguilla
2022-10-23,Monterrey,Pachuca,0,0,0,1,liguilla
2022-10-27,Toluca,Pachuca,0,4,1,5,liguilla
2022-10-30,Pachuca,Toluca,1,1,3,1,liguilla
2023-01-06,Necaxa,Atlético San Luis,0,0,2,3,regular
2023-01-07,Monterrey,Chivas,0,0,0,1,regular
2023-01-07,América,Querétaro,0,0,0,0,regular
2023-01-08,Pumas,Juárez,0,1,2,1,regular
2023-01-08,Santos,Tigres,0,1,0,3,regular
2023-01-08,Tijuana,Cruz Azul,1,0,1,1,regular
2023-01-09,Pachuca,Puebla,2,1,5,1,regular
2023-01-12,Atlas,Mazatlán,0,0,2,1,regular
2023-01-13,Atlético San Luis,Chivas,0,0,0,0,regular
2023-01-13,Puebla,Querétaro,1,0,2,0,regular
2023-01-14,Juárez,Tijuana,2,0,3,0,regular
2023-01-14,Cruz Azul,Monterrey,1,1,2,3,regular
2023-01-14,Toluca,América,2,1,2,2,regular
2023-01-14,Santos,Pumas,1,0,3,0,regular
2023-01-15,Tigres,Pachuca,1,1,4,1,regular
2023-01-16,León,Necaxa,0,1,2,1,regular
2023-01-20,Tijuana,Tigres,1,0,1,1,regular
2023-01-20,Mazatlán,Santos,0,1,1,2,regular
2023-01-21,Chivas,Toluca,1,0,1,2,regular
2023-01-21,Necaxa,Cruz Azul,1,0,1,0,regular
2023-01-21,Monterrey,Atlético San Luis,2,0,3,1,regular
2023-01-21,América,Puebla,1,0,2,2,regular
2023-01-22,Pachuca,Juárez,1,0,4,1,regular
2023-01-22,Pumas,León,2,1,4,1,regular
2023-01-22,Querétaro,Atlas,2,2,3,3,regular
2023-01-26,Atlas,Santos,0,1,2,2,regular
2023-01-27,Puebla,Monterrey,1,0,1,2,regular
2023-01-27,Tijuana,Pumas,0,0,0,0,regular
2023-01-28,América,Mazatlán,4,0,6,0,regular
2023-01-28,Juárez,Chivas,0,2,1,2,regular
2023-01-28,Tigres,Atlético San Luis,0,0,0,0,regular
2023-01-29,Pachuca,Necaxa,1,0,2,1,regular
2023-01-29,Toluca,León,0,0,0,0,regular
2023-02-01,Atlas,Toluca,0,0,0,0,regular
2023-02-02,Atlético San Luis,Puebla,0,0,2,0,regular
2023-02-03,Necaxa,Tijuana,0,1,1,1,regular
2023-02-03,Mazatlán,Juárez,1,1,2,3,regular
2023-02-04,Cruz Azul,Tigres,0,1,0,1,regular
2023-02-04,Santos,América,2,1,2,2,regular
2023-02-04,León,Pachuca,0,1,0,1,regular
2023-02-05,Monterrey,Toluca,2,0,2,1,regular
2023-02-05,Chivas,Querétaro,0,0,1,1,regular
2023-02-05,Pumas,Atlas,2,1,2,2,regular
2023-02-09,Querétaro,León,0,2,0,3,regular
2023-02-09,Atlas,Monterrey,0,0,0,2,regular
2023-02-10,Puebla,Mazatlán,3,0,3,1,regular
2023-02-10,Tijuana,Atlético San Luis,0,0,1,0,regular
2023-02-11,Tigres,Pumas,3,1,4,2,regular
2023-02-11,Pachuca,Chivas,0,1,1,1,regular
2023-02-11,América,Necaxa,1,0,2,1,regular
2023-02-11,Juárez,Santos,0,1,3,1,regular
2023-02-12,Toluca,Cruz Azul,1,1,3,1,regular
2023-02-14,Atlético San Luis,América,1,2,1,3,regular
2023-02-14,Tigres,Juárez,0,0,0,0,regular
2023-02-14,León,Puebla,0,0,2,0,regular
2023-02-15,Necaxa,Pumas,2,1,3,1,regular
2023-02-15,Monterrey,Querétaro,2,0,2,0,regular
2023-02-15,Chivas,Tijuana,1,1,2,1,regular
2023-02-16,Mazatlán,Pachuca,0,1,2,3,regular
2023-02-17,Juárez,León,0,0,0,0,regular
2023-02-17,Puebla,Cruz Azul,0,1,1,3,regular
2023-02-18,Pumas,Chivas,0,2,1,2,regular
2023-02-18,Atlas,Tigres,0,1,0,1,regular
2023-02-18,Monterrey,Necaxa,0,0,2,1,regular
2023-02-18,Atlético San Luis,Santos,1,0,1,1,regular
2023-02-19,Querétaro,Mazatlán,1,0,1,1,regular
2023-02-19,Pachuca,Toluca,0,1,1,2,regular
2023-02-19,América,Tijuana,1,0,2,1,regular
2023-02-22,Cruz Azul,Atlas,0,0,1,0,regular
2023-02-23,Santos,Toluca,0,2,0,5,regular
2023-02-24,Necaxa,Querétaro,1,0,1,1,regular
2023-02-24,Mazatlán,Pumas,1,0,1,2,regular
2023-02-25,Atlas,América,1,2,2,2,regular
2023-02-25,Tigres,Chivas,0,2,1,2,regular
2023-02-25,Cruz Azul,Juárez,1,0,1,0,regular
2023-02-26,Tijuana,Pachuca,2,0,2,0,regular
2023-02-26,Toluca,Atlético San Luis,2,0,2,0,regular
2023-02-26,Santos,Puebla,2,0,3,2,regular
2023-02-27,León,Monterrey,1,0,1,1,regular
2023-03-03,Tijuana,Atlas,1,1,1,1,regular
2023-03-03,Mazatlán,Cruz Azul,1,1,3,1,regular
2023-03-03,Necaxa,Tigres,0,1,0,1,regular
2023-03-04,Monterrey,Juárez,1,0,3,0,regular
2023-03-04,Chivas,Santos,2,0,2,0,regular
2023-03-04,León,Atlético San Luis,0,0,2,0,regular
2023-03-04,América,Pachuca,0,3,0,3,regular
2023-03-05,Pumas,Puebla,1,2,2,4,regular
2023-03-05,Querétaro,Toluca,1,0,1,0,regular
2023-03-10,Puebla,Chivas,1,0,1,0,regular
2023-03-10,Atlético San Luis,Querétaro,0,0,2,0,regular
2023-03-11,Tigres,América,0,1,0,2,regular
2023-03-11,Cruz Azul,Pumas,0,0,1,0,regular
2023-03-11,Atlas,León,0,1,0,1,regular
2023-03-12,Santos,Tijuana,1,1,3,2,regular
2023-03-12,Juárez,Necaxa,0,0,1,1,regular
2023-03-12,Toluca,Mazatlán,2,1,4,1,regular
2023-03-12,Pachuca,Monterrey,1,1,1,2,regular
2023-03-17,Tijuana,Toluca,0,3,3,3,regular
2023-03-17,Puebla,Atlas,0,2,0,4,regular
2023-03-17,Mazatlán,Necaxa,0,1,0,1,regular
2023-03-18,Tigres,Monterrey,0,0,0,1,regular
2023-03-18,Cruz Azul,Atlético San Luis,0,0,1,0,regular
2023-03-18,Chivas,América,0,3,2,4,regular
2023-03-19,Pumas,Pachuca,0,0,0,2,regular
2023-03-19,Querétaro,Juárez,1,0,2,2,regular
2023-03-19,León,Santos,3,0,4,1,regular
2023-03-24,Mazatlán,León,1,1,1,2,regular
2023-03-29,Querétaro,Cruz Azul,0,1,2,2,regular
2023-03-31,Juárez,Puebla,0,0,0,2,regular
2023-03-31,Necaxa,Santos,0,0,0,0,regular
2023-04-01,Pachuca,Cruz Azul,0,1,0,2,regular
2023-04-01,América,León,0,1,2,2,regular
2023-04-01,Monterrey,Tijuana,3,0,4,0,regular
2023-04-01,Atlas,Chivas,2,2,3,3,regular
2023-04-02,Atlético San Luis,Mazatlán,1,0,2,1,regular
2023-04-02,Querétaro,Pumas,0,0,1,0,regular
2023-04-02,Toluca,Tigres,2,0,3,2,regular
2023-04-07,Puebla,Toluca,0,2,1,2,regular
2023-04-07,Tijuana,Querétaro,0,1,1,2,regular
2023-04-08,León,Cruz Azul,0,0,0,0,regular
2023-04-08,Tigres,Mazatlán,0,2,1,2,regular
2023-04-08,América,Monterrey,1,1,2,1,regular
2023-04-08,Chivas,Necaxa,0,0,1,0,regular
2023-04-09,Santos,Pachuca,1,2,1,4,regular
2023-04-09,Juárez,Atlas,1,1,1,1,regular
2023-04-09,Pumas,Atlético San Luis,2,1,3,1,regular
2023-04-13,Atlético San Luis,Juárez,1,0,2,0,regular
2023-04-14,Necaxa,Puebla,0,0,1,1,regular
2023-04-14,Mazatlán,Tijuana,1,1,1,2,regular
2023-04-15,León,Chivas,0,0,0,2,regular
2023-04-15,Cruz Azul,América,1,1,1,3,regular
2023-04-15,Atlas,Pachuca,3,0,4,1,regular
2023-04-16,Pumas,Toluca,3,1,3,1,regular
2023-04-16,Querétaro,Tigres,0,0,0,0,regular
2023-04-16,Monterrey,Santos,1,1,1,2,regular
2023-04-20,Tigres,Puebla,0,0,1,0,regular
2023-04-21,Necaxa,Atlas,0,3,1,3,regular
2023-04-21,Tijuana,León,0,0,0,0,regular
2023-04-21,Mazatlán,Monterrey,0,1,0,2,regular
2023-04-22,Pachuca,Atlético San Luis,0,1,2,1,regular
2023-04-22,Chivas,Cruz Azul,0,1,2,1,regular
2023-04-22,América,Pumas,0,0,1,1,regular
2023-04-23,Santos,Querétaro,0,0,0,2,regular
2023-04-23,Toluca,Juárez,1,0,1,1,regular
2023-04-28,Juárez,América,0,1,0,1,regular
2023-04-29,Atlético San Luis,Atlas,0,0,0,0,regular
2023-04-29,Monterrey,Pumas,4,1,4,1,regular
2023-04-29,Chivas,Mazatlán,2,1,4,1,regular
2023-04-29,Cruz Azul,Santos,2,0,3,2,regular
2023-04-29,Puebla,Tijuana,2,1,5,2,regular
2023-04-30,Toluca,Necaxa,1,0,3,0,regular
2023-04-30,Querétaro,Pachuca,0,1,0,1,regular
2023-04-30,León,Tigres,2,0,3,0,regular
2023-05-06,Pachuca,Santos,3,2,4,4,liguilla
2023-05-06,Cruz Azul,Atlas,0,1,0,1,liguilla
2023-05-07,Tigres,Puebla,0,0,1,0,liguilla
2023-05-07,León,Atlético San Luis,1,3,1,3,liguilla
2023-05-10,Atlético San Luis,América,1,3,1,3,liguilla
2023-05-10,Santos,Monterrey,0,0,0,0,liguilla
2023-05-11,Tigres,Toluca,3,1,4,1,liguilla
2023-05-11,Atlas,Chivas,1,0,1,0,liguilla
2023-05-13,Monterrey,Santos,1,0,2,0,liguilla
2023-05-13,América,Atlético San Luis,0,2,1,2,liguilla
2023-05-14,Chivas,Atlas,0,0,1,0,liguilla
2023-05-14,Toluca,Tigres,2,0,3,1,liguilla
2023-05-17,Tigres,Monterrey,0,1,1,1,liguilla
2023-05-18,Chivas,América,0,0,0,1,liguilla
2023-05-20,Monterrey,Tigres,0,0,0,1,liguilla
2023-05-21,América,Chivas,0,1,1,3,liguilla
2023-05-25,Tigres,Chivas,0,0,0,0,liguilla
2023-05-28,Chivas,Tigres,2,0,2,2,liguilla
2023-06-30,Mazatlán,Pachuca,0,1,1,1,regular
2023-06-30,Tijuana,Pumas,1,1,2,3,regular
2023-06-30,América,Juárez,1,0,1,2,regular
2023-07-01,Atlético San Luis,Monterrey,0,1,1,1,regular
2023-07-01,Tigres,Puebla,0,0,1,1,regular
2023-07-01,Atlas,Cruz Azul,1,0,2,0,regular
2023-07-02,Santos,Querétaro,0,0,0,2,regular
2023-07-02,Toluca,Necaxa,0,0,0,0,regular
2023-07-03,León,Chivas,1,1,1,2,regular
2023-07-07,Necaxa,Tijuana,0,0,1,1,regular
2023-07-07,Puebla,Santos,2,2,2,3,regular
2023-07-08,Cruz Azul,Toluca,0,1,0,2,regular
2023-07-08,Chivas,Atlético San Luis,2,1,3,1,regular
2023-07-08,Juárez,Tigres,0,1,1,1,regular
2023-07-09,Monterrey,Atlas,1,0,1,0,regular
2023-07-09,Pumas,Mazatlán,0,0,0,0,regular
2023-07-10,León,Pachuca,3,0,4,0,regular
2023-07-13,Chivas,Necaxa,1,0,2,0,regular
2023-07-13,Santos,Atlas,0,0,0,0,regular
2023-07-14,Mazatlán,Monterrey,0,0,0,3,regular
2023-07-14,Tijuana,Cruz Azul,0,1,2,1,regular
2023-07-15,Atlético San Luis,Querétaro,2,1,4,1,regular
2023-07-15,América,Puebla,2,0,3,0,regular
2023-07-15,Tigres,León,1,0,1,0,regular
2023-07-16,Pachuca,Pumas,1,1,1,1,regular
2023-07-16,Toluca,Juárez,1,1,2,4,regular
2023-08-18,León,Mazatlán,0,1,2,1,regular
2023-08-18,Pumas,Toluca,1,1,1,1,regular
2023-08-18,Puebla,Atlético San Luis,0,1,1,2,regular
2023-08-18,Juárez,Chivas,0,1,1,1,regular
2023-08-20,Querétaro,Pachuca,1,0,1,1,regular
2023-08-20,Cruz Azul,Santos,2,1,2,2,regular
2023-08-20,América,Atlas,1,1,1,1,regular
2023-08-20,Necaxa,Tigres,0,1,0,3,regular
2023-08-22,Mazatlán,Puebla,0,0,1,0,regular
2023-08-22,Chivas,Tijuana,0,0,1,0,regular
2023-08-22,Juárez,Pumas,3,0,4,1,regular
2023-08-23,América,Necaxa,2,1,3,2,regular
2023-08-23,Atlético San Luis,León,1,0,3,0,regular
2023-08-23,Pachuca,Cruz Azul,0,0,1,0,regular
2023-08-25,Tijuana,Mazatlán,1,1,1,1,regular
2023-08-25,Puebla,Juárez,1,0,1,0,regular
2023-08-26,Santos,Chivas,0,0,2,1,regular
2023-08-26,América,León,0,0,1,1,regular
2023-08-26,Atlas,Toluca,0,0,0,0,regular
2023-08-27,Necaxa,Querétaro,0,0,0,1,regular
2023-08-27,Monterrey,Cruz Azul,1,1,1,2,regular
2023-08-27,Pumas,Tigres,0,0,2,1,regular
2023-08-28,Pachuca,Atlético San Luis,0,0,0,2,regular
2023-08-30,Toluca,Monterrey,1,0,1,0,regular
2023-08-30,Querétaro,Atlas,0,1,1,2,regular
2023-08-30,Tigres,Santos,1,1,3,2,regular
2023-09-01,Juárez,Mazatlán,2,1,3,1,regular
2023-09-01,Puebla,Tijuana,2,0,3,0,regular
2023-09-02,Cruz Azul,América,1,3,2,3,regular
2023-09-02,León,Necaxa,0,1,1,1,regular
2023-09-02,Santos,Pumas,2,1,2,1,regular
2023-09-02,Tigres,Querétaro,2,0,5,0,regular
2023-09-03,Toluca,Pachuca,2,0,5,0,regular
2023-09-03,Atlético San Luis,Atlas,1,0,2,0,regular
2023-09-03,Chivas,Monterrey,0,2,1,2,regular
2023-09-15,Mazatlán,Cruz Azul,2,0,2,2,regular
2023-09-15,Tijuana,Toluca,2,0,2,1,regular
2023-09-16,Necaxa,Juárez,1,1,1,1,regular
2023-09-16,Monterrey,León,2,1,3,1,regular
2023-09-16,América,Chivas,2,0,4,0,regular
2023-09-17,Pumas,Atlético San Luis,0,1,3,2,regular
2023-09-17,Atlas,Tigres,2,0,2,0,regular
2023-09-17,Querétaro,Puebla,0,1,1,1,regular
2023-09-18,Pachuca,Santos,1,0,3,2,regular
2023-09-20,Querétaro,América,1,0,1,2,regular
2023-09-22,Atlético San Luis,Mazatlán,2,0,3,2,regular
2023-09-22,Puebla,Pumas,0,1,0,2,regular
2023-09-22,Juárez,Atlas,0,1,1,2,regular
2023-09-23,Chivas,Pachuca,0,0,0,0,regular
2023-09-23,León,Tijuana,0,0,1,0,regular
2023-09-23,Tigres,Monterrey,1,0,3,0,regular
2023-09-24,Santos,Necaxa,0,1,2,5,regular
2023-09-24,Toluca,América,0,1,1,1,regular
2023-09-24,Cruz Azul,Querétaro,1,0,1,3,regular
2023-09-26,Chivas,Mazatlán,0,2,1,3,regular
2023-09-28,Atlas,Puebla,1,2,2,3,regular
2023-09-29,Atlético San Luis,Cruz Azul,0,0,1,2,regular
2023-09-29,Tijuana,Juárez,1,1,5,1,regular
2023-09-29,Querétaro,León,0,1,1,1,regular
2023-09-30,Pachuca,Necaxa,1,1,1,1,regular
2023-09-30,América,Pumas,0,0,1,0,regular
2023-09-30,Mazatlán,Tigres,1,1,2,3,regular
2023-10-01,Toluca,Chivas,0,0,1,1,regular
2023-10-03,Puebla,Monterrey,1,1,1,1,regular
2023-10-03,América,Pachuca,1,0,4,0,regular
2023-10-04,Tigres,Toluca,1,1,2,2,regular
2023-10-04,Santos,Tijuana,1,1,2,1,regular
2023-10-04,Necaxa,Cruz Azul,0,1,1,3,regular
2023-10-04,Pumas,Querétaro,2,0,4,0,regular
2023-10-06,Mazatlán,América,1,0,1,2,regular
2023-10-07,Pachuca,Tigres,1,1,1,1,regular
2023-10-07,Chivas,Atlas,1,1,4,1,regular
2023-10-07,Monterrey,Juárez,2,0,3,1,regular
2023-10-07,Cruz Azul,Pumas,1,1,1,4,regular
2023-10-08,Necaxa,Puebla,0,2,1,2,regular
2023-10-08,Tijuana,Atlético San Luis,1,0,2,1,regular
2023-10-08,Santos,León,0,1,0,2,regular
2023-10-08,Toluca,Querétaro,1,1,3,1,regular
2023-10-20,Puebla,Chivas,0,1,0,2,regular
2023-10-20,Atlas,Mazatlán,1,2,1,3,regular
2023-10-20,Juárez,Pachuca,0,0,0,1,regular
2023-10-21,León,Toluca,1,0,1,0,regular
2023-10-21,Tigres,Cruz Azul,0,1,2,1,regular
2023-10-21,América,Santos,3,2,4,3,regular
2023-10-21,Querétaro,Tijuana,0,0,1,0,regular
2023-10-22,Pumas,Monterrey,0,0,0,1,regular
2023-10-22,Atlético San Luis,Necaxa,2,0,4,0,regular
2023-10-24,León,Atlas,0,1,1,1,regular
2023-10-25,Monterrey,Tijuana,2,0,3,1,regular
2023-10-25,Juárez,Atlético San Luis,2,0,3,2,regular
2023-10-27,Necaxa,Pumas,0,0,1,0,regular
2023-10-27,Mazatlán,Querétaro,0,0,3,0,regular
2023-10-28,Cruz Azul,León,1,0,1,0,regular
2023-10-28,Pachuca,Puebla,1,1,1,1,regular
2023-10-28,Monterrey,América,0,3,0,3,regular
2023-10-28,Chivas,Tigres,0,1,0,4,regular
2023-10-29,Tijuana,Atlas,1,0,2,0,regular
2023-10-29,Toluca,Atlético San Luis,1,0,3,1,regular
2023-10-29,Santos,Juárez,2,1,5,1,regular
2023-10-31,León,Pumas,0,1,1,1,regular
2023-10-31,Toluca,Puebla,0,0,0,1,regular
2023-10-31,Querétaro,Chivas,0,2,1,2,regular
2023-10-31,Monterrey,Necaxa,1,0,3,0,regular
2023-11-01,Atlas,Pachuca,0,1,0,2,regular
2023-11-01,Cruz Azul,Juárez,1,0,2,0,regular
2023-11-01,Atlético San Luis,América,0,1,0,1,regular
2023-11-01,Mazatlán,Santos,2,1,3,1,regular
2023-11-01,Tijuana,Tigres,2,0,2,0,regular
2023-11-03,Puebla,León,1,3,5,4,regular
2023-11-04,Chivas,Cruz Azul,0,0,1,0,regular
2023-11-04,Tigres,Atlético San Luis,0,0,2,2,regular
2023-11-04,América,Tijuana,0,0,3,0,regular
2023-11-04,Pachuca,Monterrey,0,2,0,2,regular
2023-11-05,Pumas,Atlas,1,0,3,0,regular
2023-11-05,Necaxa,Mazatlán,2,0,4,0,regular
2023-11-05,Santos,Toluca,1,0,3,1,regular
2023-11-05,Juárez,Querétaro,0,1,0,3,regular
2023-11-08,Monterrey,Santos,1,0,3,0,regular
2023-11-10,Mazatlán,Toluca,0,0,1,0,regular
2023-11-10,Tijuana,Pachuca,1,0,2,3,regular
2023-11-10,Atlas,Necaxa,0,0,0,0,regular
2023-11-11,Atlético San Luis,Santos,0,2,0,2,regular
2023-11-11,Querétaro,Monterrey,0,0,0,0,regular
2023-11-11,Pumas,Chivas,1,0,1,0,regular
2023-11-11,Tigres,América,0,0,0,0,regular
2023-11-12,León,Juárez,2,1,2,1,regular
2023-11-12,Cruz Azul,Puebla,1,1,1,2,regular
2023-11-23,Santos,Mazatlán,1,0,2,1,liguilla
2023-11-23,Atlético San Luis,León,2,1,3,2,liguilla
2023-11-26,León,Santos,2,0,3,2,liguilla
2023-11-29,Atlético San Luis,Monterrey,1,0,1,0,liguilla
2023-11-29,León,América,2,1,2,2,liguilla
2023-11-30,Chivas,Pumas,1,0,1,0,liguilla
2023-11-30,Puebla,Tigres,1,1,2,2,liguilla
2023-12-02,América,León,0,0,2,0,liguilla
2023-12-02,Monterrey,Atlético San Luis,1,0,1,1,liguilla
2023-12-03,Tigres,Puebla,2,0,3,0,liguilla
2023-12-03,Pumas,Chivas,2,0,3,0,liguilla
2023-12-06,Atlético San Luis,América,0,2,0,5,liguilla
2023-12-07,Pumas,Tigres,0,0,0,1,liguilla
2023-12-09,América,Atlético San Luis,0,0,0,2,liguilla
2023-12-10,Tigres,Pumas,1,1,1,1,liguilla
2023-12-14,Tigres,América,0,0,1,1,liguilla
2023-12-17,América,Tigres,0,0,0,0,liguilla
