Ramo,CohorteAAAAMM,Antiguedad,PrimaDevAcum
LN04003,201812,85,7032.2370048
LN04003,201812,88,60031.7022796
LN04003,201812,90,60093.0433828
LN04003,201901,84,324712.3404034
LN04003,201901,85,148352.4127488
LN04003,201901,86,99550.19045760001
LN04003,201901,87,564537.3108332
LN04003,201901,88,580172.7481772
LN04003,201901,89,-415826.473901
LN04003,201901,90,-413553.96094099997
LN04003,201902,85,47620.768572
LN04003,201904,81,20438.659359999998
LN04003,201904,82,23187.994088
LN04003,201904,83,51328.398218
LN04003,201904,84,113692.678546
LN04003,201904,86,123930.26854599999
LN04003,201904,87,244743.875862
LN04003,201905,86,853215.596013
LN04003,201906,80,69481.4385762
LN04003,201906,82,69504.87148660001
LN04003,201906,84,111272.36936740001
LN04003,201907,78,4516.853547999998
LN04003,201907,79,142185.61478089998
LN04003,201907,80,145989.93409609998
LN04003,201907,81,215860.3219618
LN04003,201907,82,442541.5409186
LN04003,201907,83,479439.7737701
LN04003,201907,84,489897.5488761
LN04003,201908,77,71423.40258339999
LN04003,201908,78,71423.40258339999
LN04003,201908,80,71423.40258339999
LN04003,201908,83,164315.8202982
LN04003,201909,80,1089.15327
LN04003,201909,81,246943.35558
LN04003,201909,82,246943.35558
LN04003,201910,75,753257.75283
LN04003,201910,76,753257.75283
LN04003,201910,77,-4359128.807532401
LN04003,201910,78,-4122229.8881089007
LN04003,201910,79,17403814.0336979
LN04003,201910,80,17425533.5303479
LN04003,201910,81,17648254.0776311
LN04003,201911,74,-177.0
LN04003,201911,75,3192.614655
LN04003,201911,76,122288.64523079999
LN04003,201911,77,442464.18148929987
LN04003,201911,78,453286.12135589984
LN04003,201911,80,453286.12135589984
LN04003,201912,73,47192.9030244
LN04003,201912,75,47005.9906836
LN04003,201912,76,47005.9906836
LN04003,201912,78,56843.5701093
LN04003,202001,72,-1376278.5910325
LN04003,202001,73,-1150806.6564157
LN04003,202001,74,-745810.3014590999
LN04003,202001,75,-610154.6455210999
LN04003,202001,76,316367.32683090004
LN04003,202001,77,530723.6141811
LN04003,202001,78,690143.8902823001
LN04003,202003,71,20253.181422
LN04003,202003,75,50239.3962532
LN04003,202004,69,41161.84559
LN04003,202004,71,50306.63485839999
LN04003,202004,74,1490615.6139564002
LN04003,202004,75,1519317.8928864002
LN04003,202005,68,1173939.3773044
LN04003,202005,70,2953351.0138548003
LN04003,202005,74,3167168.2390522
LN04003,202006,67,323045.5864752
LN04003,202006,68,409222.8251556
LN04003,202006,70,503263.2459556
LN04003,202006,71,665771.7535375
LN04003,202006,72,183976.5356369
LN04003,202006,73,199090.1387503
LN04003,202007,66,87096.9317998
LN04003,202007,67,197413.2453588
LN04003,202007,68,261213.19981860003
LN04003,202007,69,353088.3930699
LN04003,202007,70,453140.00836840004
LN04003,202007,71,1430126.3494047
LN04003,202007,72,1470741.6566833002
LN04003,202008,65,-192144.31851299995
LN04003,202008,66,-230122.52078579995
LN04003,202008,68,-230122.52078579995
LN04003,202008,70,-202684.54526079993
LN04003,202008,71,-40150.38542629994
LN04003,202009,64,517034.2379076
LN04003,202010,63,234452.37907760002
LN04003,202010,64,928368.7237686
LN04003,202010,65,1640980.2124037999
LN04003,202010,66,5808917.9714693995
LN04003,202010,67,6752948.752514499
LN04003,202010,68,7719249.9430863
LN04003,202010,69,9338116.0167347
LN04003,202011,63,9797.8068506
LN04003,202011,64,13069.2661274
LN04003,202011,65,16891.908653899998
LN04003,202011,66,21412.9451141
LN04003,202012,61,141743.527128
LN04003,202012,64,141743.527128
LN04003,202012,65,142100.5894
LN04003,202012,66,244432.88481339999
LN04003,202101,60,178320.70603549998
LN04003,202101,61,828865.6421641
LN04003,202101,62,1175103.7048706
LN04003,202101,63,1404546.8341905999
LN04003,202101,64,2383426.3599483
LN04003,202101,65,3356116.738272
LN04003,202101,66,4519912.9810182
LN04003,202102,62,1916.77584
LN04003,202102,65,5009.42928
LN04003,202103,58,345363.2407484
LN04003,202103,60,894245.9746756
LN04003,202103,64,923260.2284518
LN04003,202104,57,354858.05449270003
LN04003,202104,58,450653.4543052
LN04003,202104,59,774547.1882252
LN04003,202104,60,801495.0302308
LN04003,202104,61,947595.9038308
LN04003,202104,62,1185027.1827275
LN04003,202104,63,1408224.219305
LN04003,202105,59,173882.805614
LN04003,202105,61,1253974.7980766
LN04003,202105,62,6178585.5221213
LN04003,202106,56,17960.6767165
LN04003,202106,58,19166.939815699996
LN04003,202106,59,284987.1952201
LN04003,202106,60,368214.9267935001
LN04003,202106,61,424688.1574315001
LN04003,202107,54,1195438.8650347
LN04003,202107,55,1552340.8564171
LN04003,202107,56,2595691.1245171
LN04003,202107,57,3037134.1768044
LN04003,202107,58,3715673.8742405996
LN04003,202107,59,3704707.0706587997
LN04003,202107,60,3979957.2949579996
LN04003,202109,53,0.0
LN04003,202109,58,0.0
LN04003,202110,51,842.3241167999804
LN04003,202110,52,655024.9743298
LN04003,202110,53,1171548.1869474
LN04003,202110,54,4127785.2131548002
LN04003,202110,55,5235241.4695633
LN04003,202110,56,5346458.724044899
LN04003,202110,57,-35422536.966419704
LN04003,202111,50,9506.243120000001
LN04003,202111,51,117289.7908626
LN04003,202111,52,127526.9073906
LN04003,202111,53,135900.5579231
LN04003,202111,54,168237.6641503
LN04003,202111,55,-8603.04059389999
LN04003,202111,56,566808.0683470999
LN04003,202112,49,493363.2258468
LN04003,202112,50,493363.2258468
LN04003,202112,51,868720.3271550001
LN04003,202112,52,959465.6621854
LN04003,202112,54,912522.5495595001
LN04003,202112,55,6749009.7272155
LN04003,202201,48,1333668.785068
LN04003,202201,49,1875490.7759622
LN04003,202201,50,3199412.097145
LN04003,202201,51,4033239.0132415
LN04003,202201,52,5618293.9115005005
LN04003,202201,53,6248279.8961116
LN04003,202201,54,6265077.424998
LN04003,202202,49,7631.274948
LN04003,202202,50,98918.31082800002
LN04003,202202,51,1450074.4136126002
LN04003,202202,52,1451359.6618246
LN04003,202202,53,1513016.8566786002
LN04003,202203,46,952963.3408414
LN04003,202203,47,1093186.8361402
LN04003,202203,48,3290130.9866482005
LN04003,202203,52,4589370.2193814
LN04003,202204,45,1764687.6729104999
LN04003,202204,46,1830091.7011383998
LN04003,202204,47,2556759.8650129
LN04003,202204,48,3890926.3878521
LN04003,202204,49,4039731.3957421
LN04003,202204,50,4562097.4128889
LN04003,202204,51,5302275.1605599
LN04003,202205,45,467316.4865544
LN04003,202205,46,477661.8140072
LN04003,202205,48,1435819.9628913
LN04003,202205,49,1466384.7791917
LN04003,202206,44,116768.93368019999
LN04003,202206,46,184739.1740182
LN04003,202206,47,1628161.9069282
LN04003,202206,49,1737926.416528
LN04003,202207,42,1364934.4236084002
LN04003,202207,43,4647683.1306785
LN04003,202207,44,5065572.004705899
LN04003,202207,45,5617459.9689446995
LN04003,202207,46,7304015.7851372
LN04003,202207,47,7834802.0095572
LN04003,202207,48,8434990.5656302
LN04003,202208,42,1512835.6193469998
LN04003,202208,44,1581866.6549464997
LN04003,202208,46,1711197.3529573
LN04003,202209,41,2722298.9521439997
LN04003,202209,42,5012601.6146639995
LN04003,202209,45,6217234.584034
LN04003,202210,39,522293.0447243999
LN04003,202210,40,1011757.4396455999
LN04003,202210,41,1074140.5217195998
LN04003,202210,42,6150805.5685184
LN04003,202210,43,6806652.2138324
LN04003,202210,44,7017098.1990708
LN04003,202210,45,53117607.727783605
LN04003,202211,38,520000.4
LN04003,202211,39,545160.0472886
LN04003,202211,42,544756.438699
LN04003,202212,37,198944.81130439998
LN04003,202212,40,419077.92881959997
LN04003,202212,42,435417.4752746
LN04003,202212,43,1198685.5360122
LN04003,202301,36,376600.91848810005
LN04003,202301,37,2314584.5876533
LN04003,202301,38,6163651.8018665
LN04003,202301,39,7093683.081825499
LN04003,202301,40,10152940.0969656
LN04003,202301,41,13482749.3628508
LN04003,202301,42,14133242.6535806
LN04003,202302,38,1371199.9374940002
LN04003,202302,39,1506621.0137872002
LN04003,202303,34,1352255.7970684003
LN04003,202303,35,1535018.3636890016
LN04003,202303,36,2988700.7982162014
LN04003,202303,37,3008324.1167367017
LN04003,202303,39,3110011.0109541016
LN04003,202303,40,3623829.823727302
LN04003,202304,33,873864.2957185999
LN04003,202304,34,3484825.1887223003
LN04003,202304,35,3871577.8842761004
LN04003,202304,36,5519268.6124961
LN04003,202304,37,5519268.6124961
LN04003,202304,38,5696464.057850201
LN04003,202304,39,7890638.9943034
LN04003,202305,34,6624677.3246248
LN04003,202305,36,7261733.2893606
LN04003,202305,37,8486068.0192804
LN04003,202305,38,9544078.1529356
LN04003,202306,31,121051.73612
LN04003,202306,32,143434.7297809
LN04003,202306,34,665005.9844279
LN04003,202306,35,1038430.0930011
LN04003,202306,36,1026997.6448922
LN04003,202306,37,2134651.2785047
LN04003,202307,30,4319992.597153
LN04003,202307,31,10613461.0465478
LN04003,202307,32,11295602.1883561
LN04003,202307,33,13180989.9168966
LN04003,202307,34,17103071.5944462
LN04003,202307,35,20452635.1389948
LN04003,202307,36,21854003.6574438
LN04003,202308,30,85473.81762
LN04003,202308,31,85473.81762
LN04003,202308,32,171129.28254
LN04003,202308,34,433708.68283
LN04003,202308,35,1165376.93774
LN04003,202309,29,0.0
LN04003,202309,34,-715195.160901
LN04003,202310,27,4359383.1002772
LN04003,202310,28,7221995.7497564
LN04003,202310,29,9817640.2071076
LN04003,202310,30,21400439.2894904
LN04003,202310,31,26830968.6681016
LN04003,202310,32,27293000.633771
LN04003,202310,33,27267181.245960798
LN04003,202311,27,155467.3424997
LN04003,202311,30,215978.2440371
LN04003,202312,25,328829.9983241999
LN04003,202312,26,439476.0722495999
LN04003,202312,28,488122.69131359993
LN04003,202312,30,2019156.2012451
LN04003,202312,31,3207486.9224243
LN04003,202401,24,649085.8373312
LN04003,202401,25,3495120.7322672
LN04003,202401,26,7412107.401463
LN04003,202401,27,16585239.128067201
LN04003,202401,28,19814466.8802062
LN04003,202401,29,19196456.2862893
LN04003,202401,30,22318416.2048367
LN04003,202402,24,533640.026958
LN04003,202402,25,726394.536958
LN04003,202402,28,869250.8985880001
LN04003,202402,29,1013030.0099245
LN04003,202403,22,3102648.8447584007
LN04003,202403,24,18363177.8052752
LN04003,202403,28,22311454.0999412
LN04003,202404,21,1821104.6788346001
LN04003,202404,22,3770754.7200237
LN04003,202404,23,4316358.6583012
LN04003,202404,24,7181506.3000032
LN04003,202404,25,7326169.4506272
LN04003,202404,26,8256352.6461052
LN04003,202404,27,9814587.6633746
LN04003,202405,20,2313149.2303
LN04003,202405,21,2619914.7038592
LN04003,202405,22,3081319.1225186
LN04003,202405,23,4293609.077070599
LN04003,202405,24,4668000.4457193995
LN04003,202405,25,5440203.7921204
LN04003,202405,26,6744725.422661999
LN04003,202406,20,171966.70098619998
LN04003,202406,22,178014.66346619997
LN04003,202406,23,2606231.9549895995
LN04003,202406,24,2570838.1384431995
LN04003,202406,25,2694617.3688599993
LN04003,202407,18,26831449.2047082
LN04003,202407,19,34043846.7611614
LN04003,202407,20,35611001.2514288
LN04003,202407,21,38120991.3911637
LN04003,202407,22,48569654.7155315
LN04003,202407,23,51404135.4695298
LN04003,202407,24,54259875.9554573
LN04003,202408,18,1422119.3947406001
LN04003,202408,19,1427268.2565806
LN04003,202408,20,2335749.9387526
LN04003,202408,23,5675631.6573656
LN04003,202409,17,343605.77666
LN04003,202409,18,1769985.0785944
LN04003,202409,20,1794314.0585944
LN04003,202409,22,1792347.9603544
LN04003,202410,15,28185641.578464
LN04003,202410,16,38168297.0252664
LN04003,202410,17,40489112.4638016
LN04003,202410,18,105703232.2919909
LN04003,202410,19,148631016.2441171
LN04003,202410,20,151411960.3943423
LN04003,202410,21,169915327.3284994
LN04003,202411,14,57625.6
LN04003,202411,15,2397954.33668
LN04003,202411,16,2422090.774652
LN04003,202411,17,2438321.440911
LN04003,202411,18,4134966.2442488
LN04003,202411,20,4134966.2442488
LN04003,202412,13,10189892.583608
LN04003,202412,16,14942209.58264
LN04003,202412,17,14965858.6219923
LN04003,202412,18,24933980.400057897
LN04003,202412,19,23790076.290694498
LN04003,202501,12,18625472.1785812
LN04003,202501,13,46426876.599597
LN04003,202501,14,86081200.78701499
LN04003,202501,15,117384470.8409743
LN04003,202501,16,137911967.9041969
LN04003,202501,17,149108948.2109002
LN04003,202501,18,160832924.9230297
LN04003,202502,12,115495.263
LN04003,202502,13,5849406.9123732
LN04003,202502,14,6918133.5071652
LN04003,202502,15,8267941.9110916
LN04003,202502,17,8267941.9110916
LN04003,202503,10,0.0
LN04003,202503,11,3796811.1468623993
LN04003,202503,12,3796811.1468623993
LN04003,202503,13,5945430.7277088
LN04003,202503,14,5945430.7277088
LN04003,202503,15,5945430.7277088
LN04003,202503,16,6030133.275068999
LN04003,202504,9,3747854.5760142
LN04003,202504,10,10550163.7746865
LN04003,202504,11,12835215.36786
LN04003,202504,12,16405680.8209326
LN04003,202504,13,17177286.0651879
LN04003,202504,14,22929432.1072766
LN04003,202504,15,26584198.2648844
LN04003,202505,8,1916721.7430494
LN04003,202505,9,2986105.9342636
LN04003,202505,10,3551746.3750924002
LN04003,202505,11,7138286.814774
LN04003,202505,12,9680264.862923801
LN04003,202505,13,9680264.862923801
LN04003,202505,14,16128494.040708002
LN04003,202506,7,1675293.06392
LN04003,202506,8,12070586.8692955
LN04003,202506,9,12155987.0716905
LN04003,202506,10,12295413.6575761
LN04003,202506,11,21914658.226541504
LN04003,202506,12,50715787.4686653
LN04003,202506,13,58500517.461291604
LN04003,202507,6,17933687.1402268
LN04003,202507,7,47990124.5359882
LN04003,202507,8,73800962.8988947
LN04003,202507,9,92773902.3061034
LN04003,202507,10,147578992.5700649
LN04003,202507,11,163778818.6105599
LN04003,202507,12,183942110.7274259
LN04003,202508,6,390000.0
LN04003,202508,11,610000.0
LN04003,202509,4,20550.74931
LN04003,202509,5,276683.60777
LN04003,202509,6,276683.60777
LN04003,202509,7,276683.60777
LN04003,202509,8,375432.98821999994
LN04003,202509,9,375837.99685999996
LN04003,202509,10,2644745.322266
LN04003,202510,3,2334992.775739
LN04003,202510,4,2506242.466942
LN04003,202510,5,3226700.498644
LN04003,202510,6,7705051.7663045
LN04003,202510,7,26046816.5319202
LN04003,202510,8,33995109.2983432
LN04003,202510,9,104352473.69778599
LN04003,202511,2,1444672.1202452
LN04003,202511,3,1444672.1202452
LN04003,202511,5,2307219.4285302004
LN04003,202511,6,3538115.4802467003
LN04003,202511,7,3825446.2341957
LN04003,202511,8,3825446.2341957
LN04003,202512,1,14331861.3429862
LN04003,202512,2,24344326.9029862
LN04003,202512,3,24344326.9029862
LN04003,202512,4,25870380.9600886
LN04003,202512,5,25870380.9600886
LN04003,202512,6,30188275.0881278
LN04003,202512,7,33757204.9894646
LN04003,202601,0,23698561.6633177
LN04003,202601,1,27664142.907717697
LN04003,202601,2,27676679.2392177
LN04003,202601,3,28904523.8301076
LN04003,202601,4,54705195.6030377
LN04003,202601,5,68590862.5754845
LN04003,202601,6,77612286.9675285
LN04003,202602,3,90539.23159099999
LN04003,202602,4,99559.62313849998
LN04003,202603,1,6013933.7970512
LN04003,202603,2,7456027.4825088
LN04003,202603,4,7911027.4825088
LN04003,202604,0,1647288.4543372
LN04003,202604,2,6418350.088765001
LN04003,202604,3,6464751.476357001
LN04003,202605,0,367106.48262399994
LN04003,202605,1,14842154.032116
LN04003,202605,2,14339530.757116
LN04003,202606,0,1609057.8861524002
LN04003,202606,1,3856630.0557842003
LN04003,202607,0,17603602.0802132
LN04003,202608,0,124821951.90598854
LN04003,202609,0,71559971.77091143
LN04003,202610,0,126092073.95382112
LN04003,202611,0,143593892.75175628
LN04003,202612,0,32809421.67467378
LN04004,199607,356,88478.83095999999
LN04004,199607,359,179493.879949
LN04004,200404,263,48138.365367
LN04004,200404,266,108938.8979562
LN04004,200504,251,5470.6240431
LN04004,200504,254,13646.543061299999
LN04004,200601,242,15587.6916375
LN04004,200601,245,31263.3544539
LN04004,200701,230,247881.736375
LN04004,200701,233,468686.99881739996
LN04004,200704,227,19541.3321556
LN04004,200704,230,36072.8290848
LN04004,200709,222,248152.699812
LN04004,200709,225,285912.87007
LN04004,200804,215,20361.5805321
LN04004,200804,218,44521.4611149
LN04004,200904,203,2432.1722418
LN04004,200904,206,16245.947226600001
LN04004,200907,198,0.0
LN04004,201001,194,1562.7688125
LN04004,201001,197,1512.1041171
LN04004,201004,191,5517.3440466
LN04004,201004,194,15714.533396400002
LN04004,201007,187,0.0
LN04004,201009,188,195.0
LN04004,201104,179,12891.4073991
LN04004,201104,182,19360.3444401
LN04004,201107,175,-165.35
LN04004,201107,178,-119.24
LN04004,201109,176,-510.0
LN04004,201204,167,6358.3114995
LN04004,201204,170,6452.0885601
LN04004,201207,166,148.76
LN04004,201304,155,5188.28814
LN04004,201304,158,7499.539205399999
LN04004,201401,146,21083.03
LN04004,201401,148,21083.03
LN04004,201404,143,756.6462612
LN04004,201404,146,6721.0742448
LN04004,201501,136,0.0
LN04004,201507,130,0.0
LN04004,201601,124,372194.75527
LN04004,201607,116,-3.963314
LN04004,201607,120,9781.6363852
LN04004,201701,109,1450.571727
LN04004,201701,110,1450.571727
LN04004,201701,112,110195.94633070001
LN04004,201707,105,32690.724996
LN04004,201707,107,44761.6808244
LN04004,201801,98,0.0
LN04004,201801,100,19.876173
LN04004,201801,102,6040.5881235
LN04004,201807,93,5862.615912
LN04004,201807,95,12563.524156
LN04004,201901,86,0.0
LN04004,201901,88,326126.7923614
LN04004,201907,79,0.0
LN04004,201907,80,14.576598
LN04004,201907,81,7641.508603
LN04004,201907,83,11512.165725
LN04004,202001,72,0.0
LN04004,202001,74,0.0
LN04004,202001,76,393779.8642077
LN04004,202001,78,393779.8642077
LN04004,202003,74,0.0
LN04004,202004,69,0.0
LN04004,202004,70,0.0
LN04004,202007,67,0.0
LN04004,202007,68,0.0
LN04004,202007,69,5691.217488
LN04004,202007,71,11074.265212
LN04004,202007,72,11074.265212
LN04004,202010,69,7816.90065
LN04004,202012,62,0.0
LN04004,202012,64,0.0
LN04004,202101,61,-47.632893
LN04004,202101,62,-47.632893
LN04004,202101,64,-49.072893
LN04004,202101,65,-49.072893
LN04004,202101,66,-49.072893
LN04004,202104,57,0.0
LN04004,202104,59,0.0
LN04004,202107,54,-722.0600496
LN04004,202107,55,3373.8412845000003
LN04004,202107,56,3459.5094407
LN04004,202107,57,14214.1535515
LN04004,202107,59,26834.990236899997
LN04004,202107,60,26834.990236899997
LN04004,202110,52,13280.0
LN04004,202110,56,-63888.111212799995
LN04004,202112,50,0.0
LN04004,202112,52,0.0
LN04004,202201,48,0.0
LN04004,202201,50,7648273.2016394995
LN04004,202201,52,7657614.154388299
LN04004,202201,53,7685902.7668576995
LN04004,202202,47,-1623.06104
LN04004,202202,49,-36379.60164
LN04004,202204,45,-2093.414169
LN04004,202204,47,-2093.414169
LN04004,202204,48,-54618.193713
LN04004,202205,45,151803.4576488
LN04004,202205,48,212159.60718249998
LN04004,202207,42,-1731.1626724999996
LN04004,202207,43,-469.83774219999964
LN04004,202207,44,417224.2999806
LN04004,202207,45,694175.3940726
LN04004,202207,46,693521.2008111
LN04004,202207,47,736846.4370289
LN04004,202207,48,1324786.5420742
LN04004,202208,44,2968.9040688
LN04004,202208,46,3763.1742288
LN04004,202210,39,1108.93264
LN04004,202210,44,-55933.592873600006
LN04004,202212,37,0.0
LN04004,202212,40,0.0
LN04004,202212,43,0.0
LN04004,202301,36,-1775.336199
LN04004,202301,37,297.9640124999994
LN04004,202301,38,11075902.469692498
LN04004,202301,39,11151129.203775099
LN04004,202301,40,11295096.241514
LN04004,202301,42,11295096.241514
LN04004,202302,35,27064.04312
LN04004,202304,33,-8983.72334
LN04004,202304,35,41830565.626660004
LN04004,202304,36,41761930.573616005
LN04004,202304,37,78058889.073616
LN04004,202304,38,78058969.705081
LN04004,202304,39,78041736.208871
LN04004,202305,32,-9489.85584
LN04004,202305,38,-9465.8312922
LN04004,202306,32,3606.34
LN04004,202306,35,7984.47
LN04004,202307,30,-1140.1149806000003
LN04004,202307,31,-410.8973536000003
LN04004,202307,32,-3115.3287456000003
LN04004,202307,33,55899.21998389999
LN04004,202307,34,57674.71654999999
LN04004,202307,35,255400.08407399995
LN04004,202307,36,264574.3245754
LN04004,202308,30,6186391.24
LN04004,202308,33,12224389.31
LN04004,202310,27,92781.17776
LN04004,202310,29,178847.286493
LN04004,202310,30,170331.270613
LN04004,202310,31,170331.270613
LN04004,202310,32,329272.07355
LN04004,202311,26,40019.35848
LN04004,202311,29,40019.35848
LN04004,202312,25,0.0
LN04004,202312,26,49219.00918740002
LN04004,202312,28,49219.00918740002
LN04004,202312,31,49219.00918740002
LN04004,202401,24,1718595.6710475998
LN04004,202401,25,3731412.0974605996
LN04004,202401,26,18348786.527460597
LN04004,202401,27,19786753.5569098
LN04004,202401,28,8695595.746612199
LN04004,202401,29,8790182.544018598
LN04004,202401,30,8790182.544018598
LN04004,202402,23,8073.70672
LN04004,202402,28,83431.27672000001
LN04004,202403,24,-108649.42
LN04004,202403,26,-104797.724288
LN04004,202404,21,13626858.109085998
LN04004,202404,22,14880703.741048997
LN04004,202404,23,27800765.7699774
LN04004,202404,24,28200614.693097398
LN04004,202404,25,30152344.702258497
LN04004,202404,26,30183034.078243498
LN04004,202404,27,30584930.5489535
LN04004,202405,24,163327.864672
LN04004,202406,23,1748401.47
LN04004,202406,25,1749572.94
LN04004,202407,18,6276743.9137731
LN04004,202407,19,11377204.8765445
LN04004,202407,20,11437788.4456361
LN04004,202407,21,13697997.1178131
LN04004,202407,22,16216361.2586364
LN04004,202407,23,18766182.143648498
LN04004,202407,24,19618608.2402187
LN04004,202408,17,29695.912320000003
LN04004,202408,20,29817.320880000003
LN04004,202408,22,32539.022976000004
LN04004,202409,19,16938288.6899744
LN04004,202409,20,25234809.362806402
LN04004,202410,15,7479273.0532132005
LN04004,202410,16,10106218.9071832
LN04004,202410,17,22818708.8282442
LN04004,202410,18,22990825.3734322
LN04004,202410,19,23046769.904184204
LN04004,202410,20,24212403.778717402
LN04004,202410,21,24212403.778717402
LN04004,202411,14,3127346.024924
LN04004,202411,15,3154094.936876
LN04004,202411,16,3178794.4820419997
LN04004,202411,17,4594168.986471999
LN04004,202412,13,3703807.74
LN04004,202412,14,3909120.2576070004
LN04004,202412,16,3909120.2576070004
LN04004,202412,17,4024448.1774511
LN04004,202412,18,6006386.9774511
LN04004,202412,19,6516497.6108122
LN04004,202501,12,24733711.4032224
LN04004,202501,13,38626132.3396262
LN04004,202501,14,128323560.62851262
LN04004,202501,15,142101328.1622675
LN04004,202501,16,141955761.3852768
LN04004,202501,17,212243812.5130806
LN04004,202501,18,259492911.7144693
LN04004,202502,11,365907.1159996
LN04004,202502,12,2699342.3564004004
LN04004,202502,13,2727457.6091804006
LN04004,202502,15,2727457.6091804006
LN04004,202502,16,3464145.5885420004
LN04004,202502,17,3674820.5885420004
LN04004,202503,11,385317.65
LN04004,202503,12,6591599.707977801
LN04004,202503,13,6595228.1269618
LN04004,202503,14,18199280.1023554
LN04004,202503,15,18192260.1023554
LN04004,202504,9,70720002.191424
LN04004,202504,10,259189268.591424
LN04004,202504,11,348966977.44369483
LN04004,202504,12,433895469.9598348
LN04004,202504,13,447244466.4498348
LN04004,202504,14,452571419.2298348
LN04004,202504,15,457095293.4019928
LN04004,202505,8,23446.554107999997
LN04004,202505,9,549667.7541080001
LN04004,202505,10,622487.708602
LN04004,202505,11,1250615.052322
LN04004,202505,13,1229398.0527640001
LN04004,202505,14,1230036.401692
LN04004,202506,7,31875.30987
LN04004,202506,8,16878134.3609712
LN04004,202506,9,16860335.3644712
LN04004,202506,11,34883078.08116551
LN04004,202506,12,34883078.08116551
LN04004,202506,13,35379820.4294733
LN04004,202507,6,9768989.7770992
LN04004,202507,7,31804987.4927012
LN04004,202507,8,33867934.2835954
LN04004,202507,9,35765445.7537494
LN04004,202507,10,67172725.73125389
LN04004,202507,11,75163205.7995367
LN04004,202507,12,85027155.8597357
LN04004,202508,5,290092.12673
LN04004,202508,7,366751.75234400004
LN04004,202508,8,369758.88389600004
LN04004,202508,9,202267.505432
LN04004,202508,10,204897.6518
LN04004,202509,4,18978026.5824029
LN04004,202509,5,19066956.0978079
LN04004,202509,6,19068794.3978079
LN04004,202509,7,19278464.2678079
LN04004,202509,8,19281645.5109759
LN04004,202509,9,19281645.5109759
LN04004,202509,10,19639671.0809759
LN04004,202510,3,69575.559258
LN04004,202510,4,2826425.9363309997
LN04004,202510,5,12434088.559302
LN04004,202510,6,12700297.123805
LN04004,202510,7,15941693.8040719
LN04004,202510,8,25619073.3605749
LN04004,202510,9,28222022.4975207
LN04004,202511,2,77343.67811400001
LN04004,202511,3,516294.312708
LN04004,202511,4,2136629.174228
LN04004,202511,5,5692002.661872599
LN04004,202511,6,6113028.312231599
LN04004,202511,7,7156685.243107799
LN04004,202511,8,7131481.3095838
LN04004,202512,2,701081.8270444
LN04004,202512,3,28477717.200936403
LN04004,202512,4,28517233.125084404
LN04004,202512,5,28569493.805844504
LN04004,202512,6,69065552.79584451
LN04004,202512,7,69065552.7958445
LN04004,202601,0,38443062.9315232
LN04004,202601,1,75378826.4115232
LN04004,202601,2,111597512.2015232
LN04004,202601,3,175155029.7509531
LN04004,202601,4,245526566.2012563
LN04004,202601,5,317394300.4777755
LN04004,202601,6,391856420.38714
LN04004,202602,0,403911.14865
LN04004,202602,1,403911.14865
LN04004,202602,2,420653.397245
LN04004,202602,3,3384949.2350759
LN04004,202602,4,4225216.2403313
LN04004,202602,5,4416453.7677732995
LN04004,202603,0,5626182.7
LN04004,202603,1,238314306.92
LN04004,202603,2,469255320.0168283
LN04004,202603,3,691333984.6351149
LN04004,202603,4,927725208.4351149
LN04004,202604,0,2788312.411368
LN04004,202604,1,10940886.371368
LN04004,202604,2,12946499.733098999
LN04004,202604,3,13090159.7123555
LN04004,202605,1,-1650.9185352
LN04004,202605,2,4786313.8957904
LN04004,202606,0,5228999.380175
LN04004,202607,0,49138397.2275329
LN04004,202608,0,169810015.9285265
LN04004,202609,0,192523823.54551753
LN04004,202610,0,119617039.49387856
LN04004,202611,0,175504870.320288
LN04004,202612,0,139969607.50197306
LN04005,200601,242,0.0
LN04005,200601,243,0.0
LN04005,200607,235,0.0
LN04005,200710,220,0.0
LN04005,200801,219,0.0
LN04005,200807,216,0.0
LN04005,200901,206,0.0
LN04005,200901,207,0.0
LN04005,200907,199,0.0
LN04005,200907,204,0.0
LN04005,200910,196,0.0
LN04005,201001,195,0.0
LN04005,201007,186,0.0
LN04005,201007,187,0.0
LN04005,201007,192,0.0
LN04005,201010,184,0.0
LN04005,201010,186,0.0
LN04005,201010,189,0.0
LN04005,201101,182,0.0
LN04005,201101,183,0.0
LN04005,201107,175,0.0
LN04005,201107,180,-110.941124
LN04005,201110,172,0.0
LN04005,201110,174,0.0
LN04005,201201,171,0.0
LN04005,201204,167,0.0
LN04005,201207,163,0.0
LN04005,201207,168,0.0
LN04005,201210,160,0.0
LN04005,201210,165,0.0
LN04005,201301,158,0.0
LN04005,201301,159,0.0
LN04005,201304,155,0.0
LN04005,201307,151,0.0
LN04005,201307,156,-2.3162295
LN04005,201310,148,0.0
LN04005,201401,146,169.9180362
LN04005,201401,147,169.9180362
LN04005,201401,150,1281.8518293
LN04005,201407,138,0.0
LN04005,201407,139,0.0
LN04005,201407,140,0.0
LN04005,201407,144,-155.7146565
LN04005,201410,136,-346.485789
LN04005,201410,138,-346.485789
LN04005,201410,141,-346.485789
LN04005,201501,134,0.0
LN04005,201501,135,0.0
LN04005,201501,136,0.0
LN04005,201501,138,1444.1811852
LN04005,201504,135,-1195.6944012000001
LN04005,201507,127,0.0
LN04005,201507,128,1780.362774
LN04005,201507,132,1780.362774
