PERIODO,RAM,RRC BEL,RRC BRUTO,RRC GTO,RRC IRR,RRC MR,RRC NETO,SONR BEL,SONR BRUTO,SONR IRR,SONR MR,SONR NETO,IRR/BEL,GTO/BEL,MR/BEL,chk,chk2
202204,RAM_110,15044299.473588496,16881911.628238462,982902.4934505756,3579939.3427474643,854709.6611993925,13301972.285490995,9756049.62325451,9927815.343592867,1727864.0526313204,171765.72033835817,8199951.290961548,0.2379598564248433,0.06533388245668345,0.05681285876420537,3.725290298461914e-09,1.862645149230957e-09
202204,RAM_30,1486103.9729077476,1748219.0176600984,25350.892835200262,205701.2946479039,236764.1519171504,1542517.7230121945,1232929.6250239613,1399234.6743473925,393326.4837579194,166305.04932343095,1005908.1905894728,0.13841648928871625,0.017058626648846165,0.159318699252174,0.0,0.0
202204,RAM_34,1723763.0327397482,2065174.374425543,29405.303436174443,0.0,312006.0382496203,2065174.374425543,6595067.058239494,7200587.617287531,-19660.23258442981,605520.5590480356,7220247.84987196,0.0,0.017058785272496338,0.18100285962956175,0.0,0.0
202204,RAM_37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
202204,RAM_40,4639535.76354244,5367778.168422191,300202.77263053384,1935949.8744181704,428039.6322492173,3431828.294004021,4380005.5201938525,4601205.472516994,1840696.3603387512,221199.95232314095,2760509.1121782428,0.4172723248801963,0.06470534724390593,0.092259151360091,0.0,0.0
202204,RAM_50,13022787.552899197,15552990.53049107,527863.0897553734,132098.18188967477,2002339.8878365024,15420892.348601395,11690241.35598885,12118845.878409265,812516.4770241773,428604.5224204115,11306329.401385086,0.010143617973731471,0.04053380181556121,0.1537566269666076,1.862645149230957e-09,0.0
202204,RAM_60,46814565.20818076,54514620.5890304,2983914.522764472,8954259.061306542,4716140.858085159,45560361.527723856,23160085.521471787,23412882.921362672,3622151.422195789,252797.39989088388,19790731.499166884,0.19127079406777872,0.06373902031334125,0.10074088773681533,0.0,0.0
202204,RAM_71,7078862.974741094,7078862.974741094,0.0,2001505.5865482443,0.0,5077357.388192849,0.0,0.0,0.0,0.0,0.0,0.2827439369415748,0.0,0.0,0.0,0.0
202204,RAM_73,9701263.27800524,9701263.27800524,0.0,3101239.3181717643,0.0,6600023.959833475,0.0,0.0,0.0,0.0,0.0,0.31967376096295747,0.0,0.0,0.0,1.862645149230957e-09
202204,RAM_80,14395712.102057964,17699863.191007253,2404609.2085149884,763885.0009584522,899541.8804343016,16935978.1900488,820694.3294028597,851360.562881845,59068.75003071963,30666.23347898531,792291.8128511254,0.05306337022739221,0.1670364891620216,0.062486792876727926,0.0,0.0
202204,RAM_90,5501105.776272652,6296742.628518625,190149.9786191405,377084.8987235381,605486.8736268326,5919657.729795087,9224015.992391365,9491590.49854266,1697957.74847262,267574.5061512978,7793632.750070039,0.06854710926482803,0.03456577392845174,0.1100663936037035,0.0,0.0
202205,RAM_10,25211470.121663157,27265506.651088364,998235.6358741204,1489653.6699601228,1055800.893551091,25775852.98112824,12665522.327093543,12836102.441898858,1150651.253460669,170580.11480531355,11685451.188438188,0.059086346919536674,0.039594503258117364,0.04187779960692913,3.725290298461914e-09,3.725290298461914e-09
202205,RAM_100,966863.2704274722,1256530.515353941,261542.4205633588,243269.6334865764,28124.824363109907,1013260.8818673644,36613.4901323309,42040.35000380991,0.0,5426.859871479007,42040.35000380991,0.25160706888681517,0.2705061083225604,0.02908872973391086,0.0,1.1641532182693481e-10
202205,RAM_110,16660806.684107594,18660445.820527803,1047376.9419115592,3683171.281400016,952262.1945086484,14977274.539127788,10304181.817581473,10518524.860430269,1824690.5361814536,214343.04284879725,8693834.324248813,0.2210680041629268,0.06286471968434942,0.057155827599691914,0.0,0.0
202205,RAM_30,1495433.63846486,1764507.4460897616,28786.239110004823,169984.0283457367,240287.56851489676,1594523.417744025,1174763.9074445656,1331570.0647684843,377413.1604480455,156806.15732391863,954156.9043204389,0.113668720545991,0.019249425965538254,0.16068086361997608,0.0,0.0
202205,RAM_34,1111729.4114957708,1330482.226003911,21400.372355286887,0.0,197352.4421528536,1330482.226003911,6564200.860023876,7168785.248533185,-17226.712046938097,604584.3885093089,7186011.960580123,0.0,0.01924962327523013,0.17751841420416029,2.3283064365386963e-10,0.0
202205,RAM_37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
202205,RAM_40,4682958.727997764,5466359.846587589,287298.4074572655,1843610.0566406744,496102.71113255946,3622749.789946914,4546297.860354068,4856335.095374768,1852633.1609560335,310037.2350207005,3003701.934418734,0.3936848825120704,0.06134976286244192,0.10593787815522177,0.0,4.656612873077393e-10
202205,RAM_50,16023998.428792764,19122588.56061568,637852.6478880392,608458.3856137766,2460737.483934876,18514130.175001904,12837205.50760712,13338203.569124484,935537.3483020496,500998.0615173605,12402666.220822431,0.03797169528676854,0.03980608527406693,0.1535657591873757,-3.725290298461914e-09,0.0
